Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-121,Talladega County,62.7,96,0.9,61.8
AL-123,Tallapoosa County,62.9,92,0.8,62.1
AL-125,Tuscaloosa County,63.7,90,0.7,63
AL-127,Walker County,62.4,89,0.8,61.6
AL-129,Washington County,66.1,91,0.7,65.4
AL-131,Wilcox County,65.6,93,0.9,64.7
AL-133,Winston County,60.8,83,0.5,60.3
AZ-001,Apache County,53.2,126,3.5,49.7
AZ-003,Cochise County,64.3,126,3.9,60.4
AZ-005,Coconino County,55.8,126,4.1,51.7
AZ-007,Gila County,63,126,4.5,58.5
AZ-009,Graham County,64,126,3.8,60.2
AZ-011,Greenlee County,59.7,126,3.9,55.8
AZ-012,La Paz County,74.5,126,4.2,70.3
AZ-013,Maricopa County,73.9,126,4.7,69.2
AZ-015,Mohave County,65.4,126,4,61.4
AZ-017,Navajo County,54.9,126,3.7,51.2
AZ-019,Pima County,71,126,4.5,66.5
AZ-021,Pinal County,71.8,126,4.1,67.7
AZ-023,Santa Cruz County,63.8,126,3.9,59.9
AZ-025,Yavapai County,62.6,126,4.4,58.2
AZ-027,Yuma County,75.4,126,4.5,70.9
AR-001,Arkansas County,63.4,103,1.3,62.1
AR-003,Ashley County,65,117,1.8,63.2
AR-005,Baxter County,58.6,111,1.5,57.1
AR-007,Benton County,59.2,115,1.9,57.3
AR-009,Boone County,58.4,115,1.6,56.8
AR-011,Bradley County,64.4,115,1.7,62.7
AR-013,Calhoun County,63.6,95,0.9,62.7
AR-015,Carroll County,58.5,110,1.6,56.9
AR-017,Chicot County,64.5,98,1,63.5
AR-019,Clark County,63.1,99,1,62.1
AR-021,Clay County,59.9,101,1.2,58.7
AR-023,Cleburne County,60.2,106,1.4,58.8
AR-025,Cleveland County,63.2,95,0.9,62.3
AR-027,Columbia County,64.1,94,0.7,63.4
AR-029,Conway County,61.3,104,1.2,60.1
AR-031,Craighead County,61.1,112,1.6,59.5
AR-033,Crawford County,61,114,1.7,59.3
AR-035,Crittenden County,62.6,108,1.4,61.2
AR-037,Cross County,61.8,99,1.1,60.7
AR-039,Dallas County,62.8,88,0.6,62.2
AR-041,Desha County,63.7,100,1,62.7
AR-043,Drew County,64,105,1.2,62.8
AR-045,Faulkner County,61.7,106,1.2,60.5
AR-047,Franklin County,60.8,113,1.5,59.3
AR-049,Fulton County,58.7,120,2.2,56.5
AR-051,Garland County,62.3,112,1.6,60.7
AR-053,Grant County,62.8,92,0.8,62
AR-055,Greene County,60.4,109,1.4,59
AR-057,Hempstead County,63.4,99,0.9,62.5
AR-059,Hot Spring County,62.8,104,1.1,61.7
AR-061,Howard County,62.5,108,1.3,61.2
AR-063,Independence County,60.3,109,1.5,58.8
AR-065,Izard County,58.7,103,1.2,57.5
AR-067,Jackson County,61.1,109,1.5,59.6
AR-069,Jefferson County,63,95,0.9,62.1
AR-071,Johnson County,60.2,113,1.6,58.6
AR-073,Lafayette County,64.6,108,1.1,63.5
AR-075,Lawrence County,60.4,115,1.7,58.7
AR-077,Lee County,62.8,104,1.3,61.5
AR-079,Lincoln County,63.5,101,1.1,62.4
AR-081,Little River County,64.2,117,1.6,62.6
AR-083,Logan County,61.7,113,1.5,60.2
AR-085,Lonoke County,62.6,101,1.1,61.5
AR-087,Madison County,58,112,1.5,56.5
AR-089,Marion County,58.6,112,1.5,57.1
AR-091,Miller County,64.9,113,1.3,63.6
AR-093,Mississippi County,61.5,108,1.4,60.1
AR-095,Monroe County,62.9,102,1.2,61.7
AR-097,Montgomery County,61.9,117,1.8,60.1
AR-099,Nevada County,63.4,91,0.6,62.8
AR-101,Newton County,58,115,1.6,56.4
AR-103,Ouachita County,63.4,80,0.3,63.1
AR-105,Perry County,62.1,111,1.3,60.8
AR-107,Phillips County,63.2,105,1.3,61.9
AR-109,Pike County,62.3,104,1.1,61.2
AR-111,Poinsett County,61.5,109,1.4,60.1
AR-113,Polk County,61.4,120,2.1,59.3
AR-115,Pope County,60.4,111,1.3,59.1
AR-117,Prairie County,62.7,103,1.1,61.6
AR-119,Pulaski County,62.4,98,0.9,61.5
AR-121,Randolph County,59.7,115,1.7,58
AR-123,St. Francis County,62.4,103,1.1,61.3
AR-125,Saline County,62.3,104,1.1,61.2
AR-127,Scott County,61.5,116,1.8,59.7
AR-129,Searcy County,58.4,109,1.4,57
AR-131,Sebastian County,62.2,115,1.9,60.3
AR-133,Sevier County,63.3,117,1.7,61.6
AR-135,Sharp County,59.4,115,2,57.4
AR-137,Stone County,58.8,101,1.1,57.7
AR-139,Union County,64.5,108,1.3,63.2
AR-141,Van Buren County,59.4,107,1.2,58.2
AR-143,Washington County,58.8,109,1.5,57.3
AR-145,White County,61.9,111,1.5,60.4
AR-147,Woodruff County,61.9,102,1.1,60.8
AR-149,Yell County,62.1,113,1.5,60.6
CA-001,Alameda County,60.9,123,3,57.9
CA-003,Alpine County,46.1,123,2.8,43.3
CA-005,Amador County,60.1,124,2.9,57.2
CA-007,Butte County,61.6,124,2.8,58.8
CA-009,Calaveras County,60.6,124,3,57.6
CA-011,Colusa County,63.2,123,2.9,60.3
CA-013,Contra Costa County,61.9,124,3.1,58.8
CA-015,Del Norte County,53,119,2.1,50.9
CA-017,El Dorado County,55.9,124,2.6,53.3
CA-019,Fresno County,57.9,125,3.5,54.4
CA-021,Glenn County,61.8,123,2.5,59.3
CA-023,Humboldt County,55.3,123,2.3,53
CA-025,Imperial County,76.8,126,4.6,72.2
CA-027,Inyo County,63.2,125,3.7,59.5
CA-029,Kern County,64.3,125,3.8,60.5
CA-031,Kings County,66,125,3.5,62.5
CA-033,Lake County,58.9,123,2.6,56.3
CA-035,Lassen County,49.1,124,3,46.1
CA-037,Los Angeles County,64.7,126,4.9,59.8
CA-039,Madera County,58.4,125,3.2,55.2
CA-041,Marin County,57.8,123,3,54.8
CA-043,Mariposa County,57.7,125,3.2,54.5
CA-045,Mendocino County,57,123,2.2,54.8
CA-047,Merced County,64.4,125,3.4,61
CA-049,Modoc County,49,124,3.5,45.5
CA-051,Mono County,46.6,125,3.4,43.2
CA-053,Monterey County,60.9,125,3.7,57.2
CA-055,Napa County,61.2,123,3,58.2
CA-057,Nevada County,54.2,123,2.5,51.7
CA-059,Orange County,66.9,126,4.5,62.4
CA-061,Placer County,55.5,124,2.5,53
CA-063,Plumas County,49.3,124,2.5,46.8
CA-065,Riverside County,71.3,126,4.5,66.8
CA-067,Sacramento County,64,123,2.9,61.1
CA-069,San Benito County,61.2,125,3.8,57.4
CA-071,San Bernardino County,69.3,126,4.3,65
CA-073,San Diego County,65.8,126,4.6,61.2
CA-075,San Francisco County,58.8,123,3.1,55.7
CA-077,San Joaquin County,64.1,124,3.4,60.7
CA-079,San Luis Obispo County,62.2,125,4.2,58
CA-081,San Mateo County,58.7,123,3.3,55.4
CA-083,Santa Barbara County,61.2,125,4.6,56.6
CA-085,Santa Clara County,60.3,124,3.4,56.9
CA-087,Santa Cruz County,59.3,123,3.7,55.6
CA-089,Shasta County,57.2,123,2.8,54.4
CA-091,Sierra County,49.3,125,2.9,46.4
CA-093,Siskiyou County,50.6,123,2.8,47.8
CA-095,Solano County,62.4,123,2.7,59.7
CA-097,Sonoma County,58.8,123,2.7,56.1
CA-099,Stanislaus County,63.7,126,3.4,60.3
CA-101,Sutter County,64.9,124,3.1,61.8
CA-103,Tehama County,60.6,123,2.7,57.9
CA-105,Trinity County,54.1,123,2.6,51.5
CA-107,Tulare County,56.6,125,3.4,53.2
CA-109,Tuolumne County,52.5,124,2.9,49.6
CA-111,Ventura County,61,126,5,56
CA-113,Yolo County,63.4,123,2.5,60.9
CA-115,Yuba County,62.7,124,2.9,59.8
CO-001,Adams County,51.9,126,3.5,48.4
CO-003,Alamosa County,46,126,4.3,41.7
CO-005,Arapahoe County,51.4,125,3.1,48.3
CO-007,Archuleta County,46.6,126,4,42.6
CO-009,Baca County,54.9,116,1.8,53.1
CO-011,Bent County,55.7,123,3,52.7
CO-013,Boulder County,47.3,126,3.5,43.8
CO-014,Broomfield County,53.1,126,3.5,49.6
CO-015,Chaffee County,41,126,3.6,37.4
CO-017,Cheyenne County,53,120,2.5,50.5
CO-019,Clear Creek County,40.2,126,3.7,36.5
CO-021,Conejos County,43.4,126,4.1,39.3
CO-023,Costilla County,45.1,126,4.2,40.9
CO-025,Crowley County,54.3,125,3.5,50.8
CO-027,Custer County,44.3,126,3.7,40.6
CO-029,Delta County,49.8,126,4.8,45
CO-031,Denver County,53.2,126,3.6,49.6
CO-033,Dolores County,46.3,126,4.5,41.8
CO-035,Douglas County,49.3,124,2.9,46.4
CO-037,Eagle County,42.2,126,3.7,38.5
CO-039,Elbert County,49.8,125,3.1,46.7
CO-041,El Paso County,50.4,125,3.3,47.1
CO-043,Fremont County,48.2,126,3.3,44.9
CO-045,Garfield County,46.4,126,4.3,42.1
CO-047,Gilpin County,42,125,3.5,38.5
CO-049,Grand County,40.2,126,3.9,36.3
CO-051,Gunnison County,41.1,126,4,37.1
CO-053,Hinsdale County,39.4,126,5,34.4
CO-055,Huerfano County,49.4,126,3.4,46
CO-057,Jackson County,39.5,126,3.9,35.6
CO-059,Jefferson County,48.6,125,3.1,45.5
CO-061,Kiowa County,54.1,120,2.5,51.6
CO-063,Kit Carson County,52.8,121,2.9,49.9
CO-065,Lake County,37.3,126,3.5,33.8
CO-067,La Plata County,48,126,4.5,43.5
CO-069,Larimer County,44.8,126,3.9,40.9
CO-071,Las Animas County,53.5,125,3.2,50.3
CO-073,Lincoln County,51.8,125,3,48.8
CO-075,Logan County,51.8,122,2.9,48.9
CO-077,Mesa County,50.5,126,5,45.5
CO-079,Mineral County,39.9,126,4.6,35.3
CO-081,Moffat County,46.8,126,4.3,42.5
CO-083,Montezuma County,51.6,126,4.3,47.3
CO-085,Montrose County,50.7,126,5.1,45.6
CO-087,Morgan County,52.3,126,4.5,47.8
CO-089,Otero County,55.6,124,3.3,52.3
CO-091,Ouray County,44.7,126,5.1,39.6
CO-093,Park County,41.2,126,3.5,37.7
CO-095,Phillips County,51.7,122,2.7,49
CO-097,Pitkin County,40.9,126,4,36.9
CO-099,Prowers County,55,117,2,53
CO-101,Pueblo County,54.5,126,3.3,51.2
CO-103,Rio Blanco County,47.5,126,4.8,42.7
CO-105,Rio Grande County,43.2,126,4.8,38.4
CO-107,Routt County,42.7,126,4.2,38.5
CO-109,Saguache County,42.1,126,3.7,38.4
CO-111,San Juan County,38.4,126,5.1,33.3
CO-113,San Miguel County,47.9,126,4.8,43.1
CO-115,Sedgwick County,51.4,119,2.3,49.1
CO-117,Summit County,38.6,126,3.9,34.7
CO-119,Teller County,42.9,125,3.2,39.7
CO-121,Washington County,52.1,124,3.4,48.7
CO-123,Weld County,51,125,3.5,47.5
CO-125,Yuma County,52.9,122,3.2,49.7
CT-001,Fairfield County,51.9,114,2.6,49.3
CT-003,Hartford County,50.3,107,1.9,48.4
CT-005,Litchfield County,47.9,107,1.8,46.1
CT-007,Middlesex County,51.3,113,2.4,48.9
CT-009,New Haven County,51.5,117,2.6,48.9
CT-011,New London County,51.2,114,2.6,48.6
CT-013,Tolland County,49.8,114,2.4,47.4
CT-015,Windham County,49.9,114,2.4,47.5
DE-001,Kent County,56.9,119,2.9,54
DE-003,New Castle County,55.9,118,2.6,53.3
DE-005,Sussex County,57.8,120,3.1,54.7
FL-001,Alachua County,70,112,1.3,68.7
FL-003,Baker County,68.9,116,1.5,67.4
FL-005,Bay County,69.1,114,1.7,67.4
FL-007,Bradford County,69.5,112,1.3,68.2
FL-009,Brevard County,73.6,116,2,71.6
FL-011,Broward County,76.6,121,2.6,74
FL-013,Calhoun County,68.6,115,1.8,66.8
FL-015,Charlotte County,75.1,120,2.3,72.8
FL-017,Citrus County,72,119,2.2,69.8
FL-019,Clay County,70.4,116,2,68.4
FL-021,Collier County,75.9,118,2,73.9
FL-023,Columbia County,68.6,100,1,67.6
FL-027,DeSoto County,74.2,119,2.1,72.1
FL-029,Dixie County,69.8,115,1.7,68.1
FL-031,Duval County,70.3,118,2.3,68
FL-033,Escambia County,68,101,1,67
FL-035,Flagler County,71.9,119,2.4,69.5
FL-037,Franklin County,69.7,117,2,67.7
FL-039,Gadsden County,68.1,108,1.3,66.8
FL-041,Gilchrist County,69.6,114,1.5,68.1
FL-043,Glades County,75.4,124,2.8,72.6
FL-045,Gulf County,69.5,118,2.2,67.3
FL-047,Hamilton County,68,100,0.9,67.1
FL-049,Hardee County,73.9,119,2.3,71.6
FL-051,Hendry County,75.8,123,2.6,73.2
FL-053,Hernando County,72.5,119,2.5,70
FL-055,Highlands County,74.5,121,2.6,71.9
FL-057,Hillsborough County,73.7,118,2.4,71.3
FL-059,Holmes County,67.3,93,0.9,66.4
FL-061,Indian River County,74.5,123,2.8,71.7
FL-063,Jackson County,68.3,110,1.3,67
FL-065,Jefferson County,68.7,113,1.7,67
FL-067,Lafayette County,69.2,114,1.6,67.6
FL-069,Lake County,72.9,121,2.6,70.3
FL-071,Lee County,75.7,120,2.3,73.4
FL-073,Leon County,68.4,107,1.4,67
FL-075,Levy County,70.8,116,2.1,68.7
FL-077,Liberty County,68.9,117,2,66.9
FL-079,Madison County,68.5,112,1.6,66.9
FL-081,Manatee County,73.7,117,2,71.7
FL-083,Marion County,71.5,117,2,69.5
FL-085,Martin County,76.2,125,3.3,72.9
FL-086,Miami-Dade County,77,121,2.7,74.3
FL-087,Monroe County,77.4,120,2.5,74.9
FL-089,Nassau County,69.6,117,2.3,67.3
FL-091,Okaloosa County,67.6,100,1,66.6
FL-093,Okeechobee County,74.9,124,2.9,72
FL-095,Orange County,73.6,118,2.3,71.3
FL-097,Osceola County,74.1,119,2.4,71.7
FL-099,Palm Beach County,76.3,122,2.9,73.4
FL-101,Pasco County,72.9,119,2.5,70.4
FL-103,Pinellas County,74.4,119,2.5,71.9
FL-105,Polk County,73.9,118,2.4,71.5
FL-107,Putnam County,71.2,116,2,69.2
FL-109,St. Johns County,71.2,120,2.5,68.7
FL-111,St. Lucie County,75.3,124,2.9,72.4
FL-113,Santa Rosa County,67.4,84,0.4,67
FL-115,Sarasota County,74,114,1.7,72.3
FL-117,Seminole County,73.4,118,2.2,71.2
FL-119,Sumter County,72.5,121,2.4,70.1
FL-121,Suwannee County,68.6,105,1.1,67.5
FL-123,Taylor County,69.6,116,2,67.6
FL-125,Union County,68.9,99,1,67.9
FL-127,Volusia County,72.6,117,2.3,70.3
FL-129,Wakulla County,69.4,117,1.9,67.5
FL-131,Walton County,67.8,110,1.3,66.5
FL-133,Washington County,68,104,1.1,66.9
GA-001,Appling County,67.5,114,1.6,65.9
GA-003,Atkinson County,68,120,2,66
GA-005,Bacon County,68,120,2,66
GA-007,Baker County,67,96,0.9,66.1
GA-009,Baldwin County,64.8,109,1.5,63.3
GA-011,Banks County,61.9,112,1.5,60.4
GA-013,Barrow County,62.3,115,1.7,60.6
GA-015,Bartow County,61,92,0.8,60.2
GA-017,Ben Hill County,66.9,113,1.9,65
GA-019,Berrien County,67,105,1.3,65.7
GA-021,Bibb County,65,110,1.6,63.4
GA-023,Bleckley County,66.3,116,1.8,64.5
GA-025,Brantley County,68.9,122,2.8,66.1
GA-027,Brooks County,67.1,96,0.9,66.2
GA-029,Bryan County,67.9,116,1.9,66
GA-031,Bulloch County,67,118,1.9,65.1
GA-033,Burke County,65.8,119,2.3,63.5
GA-035,Butts County,63.7,113,1.8,61.9
GA-037,Calhoun County,66.9,106,1.3,65.6
GA-039,Camden County,69.2,118,2.2,67
GA-043,Candler County,66.8,115,1.8,65
GA-045,Carroll County,62.1,118,2.3,59.8
GA-047,Catoosa County,60.5,96,1.2,59.3
GA-049,Charlton County,69.3,119,2.6,66.7
GA-051,Chatham County,68.2,117,2.1,66.1
GA-053,Chattahoochee County,64.7,85,0.6,64.1
GA-055,Chattooga County,60.7,87,0.8,59.9
GA-057,Cherokee County,60.5,93,1,59.5
GA-059,Clarke County,62.8,114,1.8,61
GA-061,Clay County,66.7,110,1.4,65.3
GA-063,Clayton County,63.1,115,2,61.1
GA-065,Clinch County,68.6,122,2.1,66.5
GA-067,Cobb County,62,116,1.8,60.2
GA-069,Coffee County,67.4,114,1.8,65.6
GA-071,Colquitt County,66.4,90,0.7,65.7
GA-073,Columbia County,64.8,119,2.1,62.7
GA-075,Cook County,66.8,99,0.9,65.9
GA-077,Coweta County,63.2,118,2.2,61
GA-079,Crawford County,64.6,108,1.4,63.2
GA-081,Crisp County,66.8,119,2.3,64.5
GA-083,Dade County,59.5,90,1,58.5
GA-085,Dawson County,59.1,94,0.9,58.2
GA-087,Decatur County,67.4,95,0.8,66.6
GA-089,DeKalb County,62.5,115,2,60.5
GA-091,Dodge County,66.7,117,1.9,64.8
GA-093,Dooly County,66.5,119,2.2,64.3
GA-095,Dougherty County,67,105,1.3,65.7
GA-097,Douglas County,62.4,117,2.3,60.1
GA-099,Early County,67.2,105,1.2,66
GA-101,Echols County,68,111,1.3,66.7
GA-103,Effingham County,67.1,116,2,65.1
GA-105,Elbert County,62.9,118,2,60.9
GA-107,Emanuel County,66.2,114,1.7,64.5
GA-109,Evans County,67.1,111,1.5,65.6
GA-111,Fannin County,56.4,78,0.4,56
GA-113,Fayette County,63.4,119,2.1,61.3
GA-115,Floyd County,61.3,93,0.9,60.4
GA-117,Forsyth County,60.5,103,1.2,59.3
GA-119,Franklin County,62.1,117,1.6,60.5
GA-121,Fulton County,62.4,117,2.1,60.3
GA-123,Gilmer County,57.4,81,0.5,56.9
GA-125,Glascock County,64.4,112,1.5,62.9
GA-127,Glynn County,69,118,2,67
GA-129,Gordon County,60.5,78,0.5,60
GA-131,Grady County,66.8,83,0.4,66.4
GA-133,Greene County,63.6,115,1.7,61.9
GA-135,Gwinnett County,61.8,114,1.7,60.1
GA-137,Habersham County,59.6,103,1.2,58.4
GA-139,Hall County,60.9,107,1.4,59.5
GA-141,Hancock County,64.2,110,1.5,62.7
GA-143,Haralson County,61.4,116,2.2,59.2
GA-145,Harris County,63.4,96,1,62.4
GA-147,Hart County,62.3,118,2,60.3
GA-149,Heard County,62.6,111,1.7,60.9
GA-151,Henry County,63.3,114,1.8,61.5
GA-153,Houston County,66,118,1.9,64.1
GA-155,Irwin County,66.8,111,1.6,65.2
GA-157,Jackson County,62.3,115,1.7,60.6
GA-159,Jasper County,63.7,118,1.9,61.8
GA-161,Jeff Davis County,67,113,1.6,65.4
GA-163,Jefferson County,64.9,114,1.6,63.3
GA-165,Jenkins County,66.1,118,2.2,63.9
GA-167,Johnson County,65.6,112,1.5,64.1
GA-169,Jones County,64.5,111,1.7,62.8
GA-171,Lamar County,63.7,112,1.6,62.1
GA-173,Lanier County,67.6,112,1.5,66.1
GA-175,Laurens County,66.3,112,1.7,64.6
GA-177,Lee County,66.7,112,1.5,65.2
GA-179,Liberty County,68.1,116,1.8,66.3
GA-181,Lincoln County,63.8,113,1.7,62.1
GA-183,Long County,68,115,1.7,66.3
GA-185,Lowndes County,67.3,102,1,66.3
GA-187,Lumpkin County,58.3,94,0.9,57.4
GA-189,McDuffie County,64.2,117,1.9,62.3
GA-191,McIntosh County,68.8,117,2,66.8
GA-193,Macon County,65.5,112,1.6,63.9
GA-195,Madison County,62.3,116,1.8,60.5
GA-197,Marion County,64.3,90,0.7,63.6
GA-199,Meriwether County,63.2,110,1.5,61.7
GA-201,Miller County,67.3,100,0.9,66.4
GA-205,Mitchell County,66.6,86,0.5,66.1
GA-207,Monroe County,64.1,112,1.6,62.5
GA-209,Montgomery County,66.8,115,1.6,65.2
GA-211,Morgan County,63.5,119,1.9,61.6
GA-213,Murray County,59.7,88,0.6,59.1
GA-215,Muscogee County,64.5,87,0.7,63.8
GA-217,Newton County,63.1,114,1.8,61.3
GA-219,Oconee County,63,114,1.9,61.1
GA-221,Oglethorpe County,62.9,115,1.8,61.1
GA-223,Paulding County,61.7,115,1.9,59.8
GA-225,Peach County,65.2,113,1.7,63.5
GA-227,Pickens County,59.1,88,0.6,58.5
GA-229,Pierce County,68.9,122,2.8,66.1
GA-231,Pike County,63.5,112,1.6,61.9
GA-233,Polk County,61.9,114,1.9,60
GA-235,Pulaski County,66.7,118,2.1,64.6
GA-237,Putnam County,64.1,117,1.7,62.4
GA-239,Quitman County,66.2,111,1.3,64.9
GA-241,Rabun County,57.4,102,1.2,56.2
GA-243,Randolph County,66.2,110,1.4,64.8
GA-245,Richmond County,65.9,122,2.5,63.4
GA-247,Rockdale County,62.9,114,1.8,61.1
GA-249,Schley County,64.9,102,1,63.9
GA-251,Screven County,66.3,118,2.1,64.2
GA-253,Seminole County,68.1,107,1.4,66.7
GA-255,Spalding County,63.7,116,1.8,61.9
GA-257,Stephens County,61.5,109,1.3,60.2
GA-259,Stewart County,65.2,97,1,64.2
GA-261,Sumter County,65.9,110,1.4,64.5
GA-263,Talbot County,63.6,96,0.8,62.8
GA-265,Taliaferro County,63.5,112,1.6,61.9
GA-267,Tattnall County,67.1,105,1.3,65.8
GA-269,Taylor County,64.3,101,1,63.3
GA-271,Telfair County,67,114,1.8,65.2
GA-273,Terrell County,66.3,106,1.3,65
GA-275,Thomas County,66.8,87,0.6,66.2
GA-277,Tift County,66.4,106,1.2,65.2
GA-279,Toombs County,66.9,113,1.4,65.5
GA-281,Towns County,56.2,97,1.1,55.1
GA-283,Treutlen County,66.5,114,1.7,64.8
GA-285,Troup County,63,108,1.3,61.7
GA-287,Turner County,66.5,113,1.7,64.8
GA-289,Twiggs County,65.6,112,1.7,63.9
GA-291,Union County,56.2,90,0.7,55.5
GA-293,Upson County,63.8,108,1.3,62.5
GA-295,Walker County,60,91,1,59
GA-297,Walton County,62.6,114,1.8,60.8
GA-299,Ware County,69.1,123,2.7,66.4
GA-301,Warren County,63.9,111,1.6,62.3
GA-303,Washington County,65,111,1.4,63.6
GA-305,Wayne County,68.3,119,2.1,66.2
GA-307,Webster County,65.1,97,1,64.1
GA-309,Wheeler County,67,116,1.7,65.3
GA-311,White County,58.5,96,1,57.5
GA-313,Whitfield County,60.3,88,0.9,59.4
GA-315,Wilcox County,66.9,118,2.2,64.7
GA-317,Wilkes County,63.3,114,1.8,61.5
GA-319,Wilkinson County,65.5,110,1.5,64
GA-321,Worth County,66.4,107,1.3,65.1
ID-001,Ada County,53.1,122,2.1,51
ID-003,Adams County,45.2,123,2.3,42.9
ID-005,Bannock County,47,123,3,44
ID-007,Bear Lake County,42.6,124,3.3,39.3
ID-009,Benewah County,46.8,118,2.1,44.7
ID-011,Bingham County,46,122,2.6,43.4
ID-013,Blaine County,44,123,2.9,41.1
ID-015,Boise County,45.2,124,2.6,42.6
ID-017,Bonner County,44.8,120,2.2,42.6
ID-019,Bonneville County,43.9,124,3,40.9
ID-021,Boundary County,42.9,123,2.8,40.1
ID-023,Butte County,43.5,123,2.9,40.6
ID-025,Camas County,43.2,124,3,40.2
ID-027,Canyon County,53.1,119,1.9,51.2
ID-029,Caribou County,43.6,124,2.8,40.8
ID-031,Cassia County,47.8,122,2.7,45.1
ID-033,Clark County,41.9,124,2.9,39
ID-035,Clearwater County,45.3,121,2.2,43.1
ID-037,Custer County,40.1,124,3,37.1
ID-039,Elmore County,49,123,3,46
ID-041,Franklin County,46.4,124,3.4,43
ID-043,Fremont County,41.8,124,3.3,38.5
ID-045,Gem County,50.1,116,1.7,48.4
ID-047,Gooding County,50.1,122,2.7,47.4
ID-049,Idaho County,43.5,124,2.6,40.9
ID-051,Jefferson County,45.4,124,3.3,42.1
ID-053,Jerome County,50.6,122,3.1,47.5
ID-055,Kootenai County,46.6,117,2,44.6
ID-057,Latah County,47.6,120,2.2,45.4
ID-059,Lemhi County,41,124,2.8,38.2
ID-061,Lewis County,46.4,114,1.6,44.8
ID-063,Lincoln County,48.5,123,3.3,45.2
ID-065,Madison County,44.7,124,3.2,41.5
ID-067,Minidoka County,48.3,123,3.1,45.2
ID-069,Nez Perce County,49.7,116,1.7,48
ID-071,Oneida County,47.5,123,2.6,44.9
ID-073,Owyhee County,49.2,123,2.4,46.8
ID-075,Payette County,52.7,122,2.2,50.5
ID-077,Power County,47,121,2.2,44.8
ID-079,Shoshone County,44.3,122,2.4,41.9
ID-081,Teton County,42,124,3.4,38.6
ID-083,Twin Falls County,49,120,2.2,46.8
ID-085,Valley County,41,124,2.8,38.2
ID-087,Washington County,49.2,120,2,47.2
IL-001,Adams County,54.5,114,2.1,52.4
IL-003,Alexander County,58.2,108,1.5,56.7
IL-005,Bond County,56.1,114,2.1,54
IL-007,Boone County,49.1,107,1.8,47.3
IL-009,Brown County,54.5,117,2.4,52.1
IL-011,Bureau County,50.5,105,1.5,49
IL-013,Calhoun County,55.8,111,2,53.8
IL-015,Carroll County,49.9,114,2.6,47.3
IL-017,Cass County,54.4,113,2.2,52.2
IL-019,Champaign County,53.5,119,2.6,50.9
