Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AL-113,Russell County,66.6,126,2.4,64.2
AL-115,St. Clair County,64.2,125,3.1,61.1
AL-117,Shelby County,64.8,124,2.8,62
AL-119,Sumter County,65.9,118,1.8,64.1
AL-121,Talladega County,64.5,125,2.8,61.7
AL-123,Tallapoosa County,64.6,122,2.5,62.1
AL-125,Tuscaloosa County,65.1,120,2.1,63
AL-127,Walker County,64,123,2.4,61.6
AL-129,Washington County,67.4,123,2,65.4
AL-131,Wilcox County,67.5,125,2.8,64.7
AL-133,Winston County,62.3,121,2.1,60.2
AZ-001,Apache County,50.7,94,0.9,49.8
AZ-003,Cochise County,61.3,94,0.9,60.4
AZ-005,Coconino County,52.6,87,0.9,51.7
AZ-007,Gila County,59.9,99,1.4,58.5
AZ-009,Graham County,61.4,101,1.2,60.2
AZ-011,Greenlee County,57.1,109,1.4,55.7
AZ-012,La Paz County,71,83,0.8,70.2
AZ-013,Maricopa County,70.6,97,1.5,69.1
AZ-015,Mohave County,61.9,78,0.6,61.3
AZ-017,Navajo County,52.2,92,1.1,51.1
AZ-019,Pima County,67.7,97,1.1,66.6
AZ-021,Pinal County,69,99,1.3,67.7
AZ-023,Santa Cruz County,60.4,82,0.5,59.9
AZ-025,Yavapai County,59.3,93,1.1,58.2
AZ-027,Yuma County,72.2,93,1.4,70.8
AR-001,Arkansas County,63.6,110,1.5,62.1
AR-003,Ashley County,65.3,122,2.1,63.2
AR-005,Baxter County,57.9,89,0.8,57.1
AR-007,Benton County,58.4,101,1.1,57.3
AR-009,Boone County,57.6,92,0.7,56.9
AR-011,Bradley County,64.5,117,1.8,62.7
AR-013,Calhoun County,63.7,99,1,62.7
AR-015,Carroll County,57.7,93,0.8,56.9
AR-017,Chicot County,65,114,1.5,63.5
AR-019,Clark County,63,96,0.9,62.1
AR-021,Clay County,59.8,98,1.1,58.7
AR-023,Cleburne County,59.8,94,0.9,58.9
AR-025,Cleveland County,63.2,95,0.9,62.3
AR-027,Columbia County,63.9,85,0.5,63.4
AR-029,Conway County,61.1,94,0.9,60.2
AR-031,Craighead County,60.8,108,1.3,59.5
AR-033,Crawford County,60.3,96,1,59.3
AR-035,Crittenden County,62.9,111,1.7,61.2
AR-037,Cross County,62.1,108,1.4,60.7
AR-039,Dallas County,62.9,90,0.6,62.3
AR-041,Desha County,64.2,114,1.5,62.7
AR-043,Drew County,64.5,116,1.7,62.8
AR-045,Faulkner County,61.3,88,0.7,60.6
AR-047,Franklin County,60,89,0.8,59.2
AR-049,Fulton County,58,106,1.5,56.5
AR-051,Garland County,61.9,101,1.1,60.8
AR-053,Grant County,62.6,86,0.6,62
AR-055,Greene County,60.1,99,1.1,59
AR-057,Hempstead County,63.1,88,0.6,62.5
AR-059,Hot Spring County,62.6,96,0.8,61.8
AR-061,Howard County,62.1,96,0.8,61.3
AR-063,Independence County,59.8,98,1.1,58.7
AR-065,Izard County,58.2,89,0.8,57.4
AR-067,Jackson County,60.6,98,1.1,59.5
AR-069,Jefferson County,62.9,88,0.8,62.1
AR-071,Johnson County,59.4,90,0.8,58.6
AR-073,Lafayette County,64.2,94,0.8,63.4
AR-075,Lawrence County,59.6,92,0.9,58.7
AR-077,Lee County,63.1,111,1.5,61.6
AR-079,Lincoln County,63.7,108,1.3,62.4
AR-081,Little River County,63.7,105,1.1,62.6
AR-083,Logan County,61,91,0.8,60.2
AR-085,Lonoke County,62.4,95,0.9,61.5
AR-087,Madison County,57.3,94,0.8,56.5
AR-089,Marion County,57.8,87,0.7,57.1
AR-091,Miller County,64.4,100,0.9,63.5
AR-093,Mississippi County,61.8,111,1.7,60.1
AR-095,Monroe County,63,106,1.4,61.6
AR-097,Montgomery County,61.3,101,1.2,60.1
AR-099,Nevada County,63.2,84,0.5,62.7
AR-101,Newton County,57.1,86,0.7,56.4
AR-103,Ouachita County,63.3,76,0.3,63
AR-105,Perry County,61.7,97,1,60.7
AR-107,Phillips County,63.6,112,1.6,62
AR-109,Pike County,61.9,93,0.7,61.2
AR-111,Poinsett County,61.4,107,1.4,60
AR-113,Polk County,60.5,104,1.2,59.3
AR-115,Pope County,59.9,91,0.8,59.1
AR-117,Prairie County,62.5,100,1,61.5
AR-119,Pulaski County,62,85,0.5,61.5
AR-121,Randolph County,59.2,100,1.2,58
AR-123,St. Francis County,62.7,110,1.5,61.2
AR-125,Saline County,61.9,88,0.7,61.2
AR-127,Scott County,60.9,100,1.1,59.8
AR-129,Searcy County,57.7,85,0.7,57
AR-131,Sebastian County,61.6,102,1.2,60.4
AR-133,Sevier County,63,109,1.3,61.7
AR-135,Sharp County,58.7,104,1.2,57.5
AR-137,Stone County,58.4,89,0.7,57.7
AR-139,Union County,64.6,111,1.4,63.2
AR-141,Van Buren County,59,90,0.8,58.2
AR-143,Washington County,58.3,99,0.9,57.4
AR-145,White County,61.6,103,1.3,60.3
AR-147,Woodruff County,61.8,98,1,60.8
AR-149,Yell County,61.4,92,0.9,60.5
CA-001,Alameda County,59.5,113,1.7,57.8
CA-003,Alpine County,43.5,69,0.2,43.3
CA-005,Amador County,57.6,76,0.4,57.2
CA-007,Butte County,60.1,106,1.3,58.8
CA-009,Calaveras County,58.1,83,0.5,57.6
CA-011,Colusa County,61.5,106,1.1,60.4
CA-013,Contra Costa County,60.5,115,1.7,58.8
CA-015,Del Norte County,51.8,95,1,50.8
CA-017,El Dorado County,53.4,57,0.1,53.3
CA-019,Fresno County,55.6,100,1.2,54.4
CA-021,Glenn County,60.3,104,1,59.3
CA-023,Humboldt County,54.4,110,1.4,53
CA-025,Imperial County,73.1,85,0.9,72.2
CA-027,Inyo County,60,74,0.5,59.5
CA-029,Kern County,61.5,93,1,60.5
CA-031,Kings County,64.1,108,1.6,62.5
CA-033,Lake County,57.2,103,0.9,56.3
CA-035,Lassen County,46.6,77,0.5,46.1
CA-037,Los Angeles County,61.1,91,1.3,59.8
CA-039,Madera County,56.1,93,1,55.1
CA-041,Marin County,56.8,119,1.9,54.9
CA-043,Mariposa County,54.9,74,0.4,54.5
CA-045,Mendocino County,56,113,1.1,54.9
CA-047,Merced County,62.8,112,1.8,61
CA-049,Modoc County,46.6,86,1.1,45.5
CA-051,Mono County,43.7,78,0.5,43.2
CA-053,Monterey County,59,113,1.8,57.2
CA-055,Napa County,59.8,111,1.7,58.1
CA-057,Nevada County,51.8,53,0.1,51.7
CA-059,Orange County,63.9,101,1.6,62.3
CA-061,Placer County,53.3,70,0.3,53
CA-063,Plumas County,47,70,0.3,46.7
CA-065,Riverside County,67.7,90,1,66.7
CA-067,Sacramento County,62.7,113,1.6,61.1
CA-069,San Benito County,58.9,106,1.5,57.4
CA-071,San Bernardino County,65.6,75,0.6,65
CA-073,San Diego County,62.5,97,1.3,61.2
CA-075,San Francisco County,57.9,119,2.1,55.8
CA-077,San Joaquin County,63,119,2.2,60.8
CA-079,San Luis Obispo County,59.6,110,1.6,58
CA-081,San Mateo County,57.8,120,2.5,55.3
CA-083,Santa Barbara County,58.5,110,1.8,56.7
CA-085,Santa Clara County,58.7,111,1.8,56.9
CA-087,Santa Cruz County,58.5,121,2.8,55.7
CA-089,Shasta County,55,89,0.7,54.3
CA-091,Sierra County,46.8,79,0.4,46.4
CA-093,Siskiyou County,48.8,94,0.9,47.9
CA-095,Solano County,61.5,114,1.8,59.7
CA-097,Sonoma County,57.8,115,1.7,56.1
CA-099,Stanislaus County,62.2,114,1.8,60.4
CA-101,Sutter County,63.2,109,1.4,61.8
CA-103,Tehama County,58.7,99,0.8,57.9
CA-105,Trinity County,52.7,105,1.2,51.5
CA-107,Tulare County,53.9,81,0.7,53.2
CA-109,Tuolumne County,49.8,70,0.2,49.6
CA-111,Ventura County,57.6,101,1.6,56
CA-113,Yolo County,62.3,108,1.4,60.9
CA-115,Yuba County,60.7,101,0.9,59.8
CO-001,Adams County,49,79,0.5,48.5
CO-003,Alamosa County,42.5,81,0.7,41.8
CO-005,Arapahoe County,48.4,60,0.2,48.2
CO-007,Archuleta County,43.6,93,1,42.6
CO-009,Baca County,53,53,-0.1,53.1
CO-011,Bent County,53.4,84,0.8,52.6
CO-013,Boulder County,44.5,86,0.7,43.8
CO-014,Broomfield County,50.2,83,0.6,49.6
CO-015,Chaffee County,37.5,57,0.1,37.4
CO-017,Cheyenne County,50.7,67,0.2,50.5
CO-019,Clear Creek County,37.4,94,0.9,36.5
CO-021,Conejos County,40.3,93,0.9,39.4
CO-023,Costilla County,42.4,106,1.5,40.9
CO-025,Crowley County,51.9,91,1.1,50.8
CO-027,Custer County,41.6,90,1,40.6
CO-029,Delta County,46.6,98,1.6,45
CO-031,Denver County,50.1,79,0.5,49.6
CO-033,Dolores County,43.1,94,1.3,41.8
CO-035,Douglas County,46.4,51,0,46.4
CO-037,Eagle County,39.1,82,0.7,38.4
CO-039,Elbert County,47.2,77,0.5,46.7
CO-041,El Paso County,47.8,91,0.8,47
CO-043,Fremont County,45.3,76,0.4,44.9
CO-045,Garfield County,43,89,1,42
CO-047,Gilpin County,39.1,79,0.5,38.6
CO-049,Grand County,37.1,92,0.8,36.3
CO-051,Gunnison County,37.6,74,0.5,37.1
CO-053,Hinsdale County,36,104,1.7,34.3
CO-055,Huerfano County,47.4,107,1.4,46
CO-057,Jackson County,36.2,75,0.6,35.6
CO-059,Jefferson County,45.8,73,0.2,45.6
CO-061,Kiowa County,51.9,70,0.3,51.6
CO-063,Kit Carson County,50.6,79,0.7,49.9
CO-065,Lake County,34.1,76,0.4,33.7
CO-067,La Plata County,44.6,93,1.2,43.4
CO-069,Larimer County,42,92,1.1,40.9
CO-071,Las Animas County,51.3,92,1,50.3
CO-073,Lincoln County,49.4,79,0.6,48.8
CO-075,Logan County,48.8,54,-0.1,48.9
CO-077,Mesa County,47.3,99,1.7,45.6
CO-079,Mineral County,36.6,100,1.3,35.3
CO-081,Moffat County,43.3,82,0.9,42.4
CO-083,Montezuma County,48.6,94,1.3,47.3
CO-085,Montrose County,47.4,98,1.8,45.6
CO-087,Morgan County,49.4,94,1.5,47.9
CO-089,Otero County,53.3,89,0.9,52.4
CO-091,Ouray County,41.5,98,1.9,39.6
CO-093,Park County,37.8,57,0.1,37.7
CO-095,Phillips County,48.7,49,-0.3,49
CO-097,Pitkin County,37.8,92,1,36.8
CO-099,Prowers County,53.2,68,0.2,53
CO-101,Pueblo County,52.4,100,1.2,51.2
CO-103,Rio Blanco County,43.7,88,1,42.7
CO-105,Rio Grande County,39.4,91,0.9,38.5
CO-107,Routt County,39.4,88,1,38.4
CO-109,Saguache County,38.6,69,0.2,38.4
CO-111,San Juan County,35.1,104,1.9,33.2
CO-113,San Miguel County,44.6,93,1.5,43.1
CO-115,Sedgwick County,48.2,31,-0.8,49
CO-117,Summit County,35.6,95,0.9,34.7
CO-119,Teller County,40,72,0.3,39.7
CO-121,Washington County,49.3,81,0.6,48.7
CO-123,Weld County,47.7,60,0.3,47.4
CO-125,Yuma County,50.2,75,0.5,49.7
CT-001,Fairfield County,52.1,118,2.8,49.3
CT-003,Hartford County,50.4,110,2.1,48.3
CT-005,Litchfield County,48,109,2,46
CT-007,Middlesex County,51.1,110,2.2,48.9
CT-009,New Haven County,51.3,110,2.4,48.9
CT-011,New London County,51.1,111,2.4,48.7
CT-013,Tolland County,49.5,110,2.1,47.4
CT-015,Windham County,49.6,110,2,47.6
DE-001,Kent County,57.5,122,3.5,54
DE-003,New Castle County,56.4,122,3.1,53.3
DE-005,Sussex County,58.8,125,4.1,54.7
FL-001,Alachua County,72.2,126,3.5,68.7
FL-003,Baker County,70.7,126,3.3,67.4
FL-005,Bay County,70.6,126,3.2,67.4
FL-007,Bradford County,71.8,126,3.6,68.2
FL-009,Brevard County,74.6,126,3,71.6
FL-011,Broward County,77.7,126,3.6,74.1
FL-013,Calhoun County,70.1,126,3.3,66.8
FL-015,Charlotte County,76.1,126,3.4,72.7
FL-017,Citrus County,73.2,126,3.4,69.8
FL-019,Clay County,72.4,126,4,68.4
FL-021,Collier County,77,126,3,74
FL-023,Columbia County,70.4,126,2.8,67.6
FL-027,DeSoto County,75.2,126,3.2,72
FL-029,Dixie County,71.4,125,3.3,68.1
FL-031,Duval County,71.9,126,3.9,68
FL-033,Escambia County,69.3,125,2.3,67
FL-035,Flagler County,73.3,126,3.9,69.4
FL-037,Franklin County,71,125,3.3,67.7
FL-039,Gadsden County,69.9,126,3.2,66.7
FL-041,Gilchrist County,71.5,126,3.4,68.1
FL-043,Glades County,75.5,125,2.9,72.6
FL-045,Gulf County,70.7,125,3.4,67.3
FL-047,Hamilton County,69.4,124,2.3,67.1
FL-049,Hardee County,75,126,3.4,71.6
FL-051,Hendry County,76.1,125,2.9,73.2
FL-053,Hernando County,73.9,126,3.9,70
FL-055,Highlands County,75.1,125,3.2,71.9
FL-057,Hillsborough County,75.3,126,4,71.3
FL-059,Holmes County,69.1,126,2.7,66.4
FL-061,Indian River County,74.8,126,3.2,71.6
FL-063,Jackson County,70,126,3,67
FL-065,Jefferson County,70.2,126,3.2,67
FL-067,Lafayette County,70.7,126,3.1,67.6
FL-069,Lake County,74,126,3.6,70.4
FL-071,Lee County,76.6,126,3.2,73.4
FL-073,Leon County,70.2,124,3.2,67
FL-075,Levy County,72.5,125,3.8,68.7
FL-077,Liberty County,70.3,125,3.3,67
FL-079,Madison County,69.9,126,2.9,67
FL-081,Manatee County,75.1,126,3.4,71.7
FL-083,Marion County,72.8,126,3.4,69.4
FL-085,Martin County,76.9,126,4,72.9
FL-086,Miami-Dade County,78.2,126,3.9,74.3
FL-087,Monroe County,78.7,126,3.8,74.9
FL-089,Nassau County,71,126,3.7,67.3
FL-091,Okaloosa County,69.1,125,2.5,66.6
FL-093,Okeechobee County,75.4,126,3.3,72.1
FL-095,Orange County,74.7,126,3.4,71.3
FL-097,Osceola County,75.1,125,3.4,71.7
FL-099,Palm Beach County,77.1,126,3.7,73.4
FL-101,Pasco County,74.5,126,4.1,70.4
FL-103,Pinellas County,75.6,126,3.7,71.9
FL-105,Polk County,75.3,126,3.8,71.5
FL-107,Putnam County,73,126,3.9,69.1
FL-109,St. Johns County,73,126,4.2,68.8
FL-111,St. Lucie County,75.9,126,3.5,72.4
FL-113,Santa Rosa County,69,125,2.1,66.9
FL-115,Sarasota County,75.5,126,3.2,72.3
FL-117,Seminole County,74.4,126,3.2,71.2
FL-119,Sumter County,73.5,126,3.4,70.1
FL-121,Suwannee County,70.2,126,2.8,67.4
FL-123,Taylor County,70.9,126,3.3,67.6
FL-125,Union County,71.2,126,3.2,68
FL-127,Volusia County,73.7,126,3.3,70.4
FL-129,Wakulla County,70.7,125,3.2,67.5
FL-131,Walton County,69.3,125,2.8,66.5
FL-133,Washington County,69.8,126,2.9,66.9
GA-001,Appling County,68.9,126,3,65.9
GA-003,Atkinson County,69,126,3,66
GA-005,Bacon County,69,126,3,66
GA-007,Baker County,69.2,126,3.1,66.1
GA-009,Baldwin County,66.6,124,3.2,63.4
GA-011,Banks County,63.1,125,2.8,60.3
GA-013,Barrow County,63.4,125,2.9,60.5
GA-015,Bartow County,62.6,123,2.4,60.2
GA-017,Ben Hill County,68.7,126,3.7,65
GA-019,Berrien County,68.4,126,2.7,65.7
GA-021,Bibb County,66.8,126,3.4,63.4
GA-023,Bleckley County,67.7,125,3.3,64.4
GA-025,Brantley County,69.6,125,3.4,66.2
GA-027,Brooks County,68.6,125,2.4,66.2
GA-029,Bryan County,69.4,126,3.4,66
GA-031,Bulloch County,68.4,126,3.3,65.1
GA-033,Burke County,67.1,126,3.7,63.4
GA-035,Butts County,65.6,126,3.8,61.8
GA-037,Calhoun County,68.7,126,3.1,65.6
GA-039,Camden County,70.4,125,3.4,67
GA-043,Candler County,68.2,126,3.2,65
GA-045,Carroll County,63.6,125,3.8,59.8
GA-047,Catoosa County,62.8,125,3.4,59.4
GA-049,Charlton County,70.3,125,3.6,66.7
GA-051,Chatham County,69.7,126,3.6,66.1
GA-053,Chattahoochee County,66.7,126,2.7,64
GA-055,Chattooga County,62.5,124,2.6,59.9
GA-057,Cherokee County,62.1,125,2.6,59.5
GA-059,Clarke County,63.9,125,2.9,61
GA-061,Clay County,68,125,2.7,65.3
GA-063,Clayton County,64.8,125,3.6,61.2
GA-065,Clinch County,69.2,125,2.7,66.5
GA-067,Cobb County,63.6,125,3.5,60.1
GA-069,Coffee County,68.8,126,3.2,65.6
GA-071,Colquitt County,68.2,126,2.5,65.7
GA-073,Columbia County,66.2,126,3.4,62.8
GA-075,Cook County,68.2,126,2.4,65.8
GA-077,Coweta County,65,126,4,61
GA-079,Crawford County,66.5,126,3.3,63.2
GA-081,Crisp County,68.4,126,3.9,64.5
GA-083,Dade County,61.3,124,2.8,58.5
GA-085,Dawson County,60.7,125,2.5,58.2
GA-087,Decatur County,69.7,126,3,66.7
GA-089,DeKalb County,64.2,125,3.6,60.6
GA-091,Dodge County,68.3,125,3.5,64.8
GA-093,Dooly County,67.9,125,3.7,64.2
GA-095,Dougherty County,69.1,126,3.3,65.8
GA-097,Douglas County,64,125,4,60
GA-099,Early County,68.9,126,2.9,66
GA-101,Echols County,69,124,2.3,66.7
GA-103,Effingham County,68.5,126,3.4,65.1
GA-105,Elbert County,63.9,124,3,60.9
GA-107,Emanuel County,67.5,126,3,64.5
GA-109,Evans County,68.8,126,3.2,65.6
GA-111,Fannin County,58.5,124,2.5,56
GA-113,Fayette County,65.2,126,3.9,61.3
GA-115,Floyd County,62.8,123,2.4,60.4
GA-117,Forsyth County,62,125,2.7,59.3
GA-119,Franklin County,63.3,125,2.8,60.5
GA-121,Fulton County,64.1,126,3.8,60.3
GA-123,Gilmer County,59.3,123,2.3,57
GA-125,Glascock County,65.8,125,3,62.8
GA-127,Glynn County,70.2,125,3.2,67
GA-129,Gordon County,62.5,124,2.5,60
GA-131,Grady County,69.4,126,3,66.4
GA-133,Greene County,64.8,125,2.9,61.9
GA-135,Gwinnett County,63.2,125,3.1,60.1
GA-137,Habersham County,61.1,125,2.6,58.5
GA-139,Hall County,62.3,125,2.7,59.6
GA-141,Hancock County,65.6,125,2.9,62.7
GA-143,Haralson County,62.8,125,3.5,59.3
GA-145,Harris County,65.3,126,2.8,62.5
GA-147,Hart County,63.5,125,3.1,60.4
GA-149,Heard County,64.2,125,3.4,60.8
GA-151,Henry County,65,125,3.5,61.5
GA-153,Houston County,67.5,125,3.4,64.1
GA-155,Irwin County,68.6,126,3.4,65.2
GA-157,Jackson County,63.4,125,2.8,60.6
GA-159,Jasper County,65.8,126,4,61.8
GA-161,Jeff Davis County,68.7,126,3.2,65.5
GA-163,Jefferson County,66.3,126,3,63.3
GA-165,Jenkins County,67.5,126,3.6,63.9
GA-167,Johnson County,67,125,2.9,64.1
GA-169,Jones County,66.5,126,3.6,62.9
GA-171,Lamar County,65.7,126,3.6,62.1
GA-173,Lanier County,68.5,125,2.4,66.1
GA-175,Laurens County,67.9,125,3.2,64.7
GA-177,Lee County,68.6,126,3.4,65.2
GA-179,Liberty County,69.6,126,3.3,66.3
GA-181,Lincoln County,65,125,2.9,62.1
GA-183,Long County,69.5,126,3.2,66.3
GA-185,Lowndes County,68.5,124,2.2,66.3
GA-187,Lumpkin County,59.9,125,2.6,57.3
GA-189,McDuffie County,65.5,125,3.2,62.3
GA-191,McIntosh County,70.1,126,3.3,66.8
GA-193,Macon County,67.2,126,3.3,63.9
GA-195,Madison County,63.3,125,2.8,60.5
GA-197,Marion County,66.3,126,2.8,63.5
GA-199,Meriwether County,65.1,126,3.4,61.7
GA-201,Miller County,69.3,126,3,66.3
GA-205,Mitchell County,69.1,126,3,66.1
GA-207,Monroe County,66,126,3.6,62.4
GA-209,Montgomery County,68.5,126,3.3,65.2
GA-211,Morgan County,65.1,125,3.5,61.6
GA-213,Murray County,61.8,125,2.7,59.1
GA-215,Muscogee County,66.5,126,2.8,63.7
GA-217,Newton County,64.9,125,3.6,61.3
GA-219,Oconee County,64.2,125,3,61.2
GA-221,Oglethorpe County,63.9,125,2.8,61.1
GA-223,Paulding County,63.2,125,3.4,59.8
GA-225,Peach County,66.9,126,3.3,63.6
GA-227,Pickens County,60.8,124,2.3,58.5
GA-229,Pierce County,69.4,125,3.3,66.1
GA-231,Pike County,65.5,126,3.6,61.9
GA-233,Polk County,63.2,125,3.1,60.1
GA-235,Pulaski County,68,125,3.4,64.6
GA-237,Putnam County,66,126,3.7,62.3
GA-239,Quitman County,67.3,125,2.5,64.8
GA-241,Rabun County,59,125,2.7,56.3
GA-243,Randolph County,67.6,126,2.8,64.8
GA-245,Richmond County,67.2,126,3.9,63.3
GA-247,Rockdale County,64.5,125,3.5,61
GA-249,Schley County,66.9,126,3,63.9
GA-251,Screven County,67.6,126,3.5,64.1
GA-253,Seminole County,69.8,126,3,66.8
GA-255,Spalding County,65.5,126,3.6,61.9
GA-257,Stephens County,62.7,125,2.5,60.2
GA-259,Stewart County,66.9,126,2.6,64.3
GA-261,Sumter County,67.7,126,3.3,64.4
GA-263,Talbot County,65.6,126,2.8,62.8
GA-265,Taliaferro County,64.6,125,2.7,61.9
GA-267,Tattnall County,68.9,126,3.1,65.8
GA-269,Taylor County,66.3,126,3,63.3
GA-271,Telfair County,68.8,126,3.5,65.3
GA-273,Terrell County,68.2,126,3.2,65
GA-275,Thomas County,69,126,2.8,66.2
GA-277,Tift County,68.2,126,2.9,65.3
GA-279,Toombs County,68.6,126,3.1,65.5
GA-281,Towns County,58.1,126,2.9,55.2
GA-283,Treutlen County,67.9,125,3.1,64.8
GA-285,Troup County,64.7,126,3.1,61.6
GA-287,Turner County,68.2,126,3.5,64.7
GA-289,Twiggs County,67.2,125,3.3,63.9
GA-291,Union County,58.1,125,2.7,55.4
GA-293,Upson County,65.8,126,3.3,62.5
GA-295,Walker County,62.2,125,3.2,59
GA-297,Walton County,64,125,3.2,60.8
GA-299,Ware County,69.7,125,3.2,66.5
GA-301,Warren County,65.3,125,2.9,62.4
GA-303,Washington County,66.5,124,2.9,63.6
GA-305,Wayne County,69.4,126,3.2,66.2
GA-307,Webster County,67,126,2.9,64.1
GA-309,Wheeler County,68.6,125,3.4,65.2
GA-311,White County,60.1,125,2.6,57.5
GA-313,Whitfield County,62.7,125,3.2,59.5
GA-315,Wilcox County,68.4,125,3.7,64.7
GA-317,Wilkes County,64.3,125,2.7,61.6
GA-319,Wilkinson County,67.1,125,3.1,64
GA-321,Worth County,68.3,126,3.1,65.2
ID-001,Ada County,51.6,83,0.6,51
ID-003,Adams County,43,60,0.2,42.8
ID-005,Bannock County,44.6,78,0.6,44
ID-007,Bear Lake County,39.6,72,0.3,39.3
ID-009,Benewah County,45.4,82,0.7,44.7
ID-011,Bingham County,44,79,0.5,43.5
ID-013,Blaine County,41.3,56,0.1,41.2
ID-015,Boise County,43.3,82,0.6,42.7
ID-017,Bonner County,43.1,79,0.5,42.6
ID-019,Bonneville County,41.5,77,0.6,40.9
ID-021,Boundary County,41,83,0.8,40.2
ID-023,Butte County,40.4,43,-0.2,40.6
ID-025,Camas County,41,85,0.8,40.2
ID-027,Canyon County,51.8,75,0.6,51.2
ID-029,Caribou County,40.9,55,0.1,40.8
ID-031,Cassia County,45.4,68,0.2,45.2
ID-033,Clark County,39.2,68,0.2,39
ID-035,Clearwater County,43.4,72,0.4,43
ID-037,Custer County,37.6,75,0.6,37
ID-039,Elmore County,47.3,104,1.3,46
ID-041,Franklin County,43.7,82,0.7,43
ID-043,Fremont County,39.3,89,0.8,38.5
ID-045,Gem County,48.8,72,0.3,48.5
ID-047,Gooding County,48.9,106,1.4,47.5
ID-049,Idaho County,41.3,69,0.4,40.9
ID-051,Jefferson County,43.1,87,1,42.1
ID-053,Jerome County,48.9,102,1.4,47.5
ID-055,Kootenai County,45.1,75,0.5,44.6
ID-057,Latah County,45.7,66,0.3,45.4
ID-059,Lemhi County,38.8,73,0.5,38.3
ID-061,Lewis County,44.7,53,-0.2,44.9
ID-063,Lincoln County,46.6,103,1.4,45.2
ID-065,Madison County,42.8,101,1.3,41.5
ID-067,Minidoka County,45.8,76,0.6,45.2
ID-069,Nez Perce County,48,57,0,48
ID-071,Oneida County,44.8,49,-0.1,44.9
ID-073,Owyhee County,47.1,69,0.3,46.8
ID-075,Payette County,51.5,95,1.1,50.4
ID-077,Power County,44.8,52,0,44.8
ID-079,Shoshone County,42.2,73,0.3,41.9
ID-081,Teton County,39.9,104,1.3,38.6
ID-083,Twin Falls County,46.8,52,0,46.8
ID-085,Valley County,39.2,89,0.9,38.3
ID-087,Washington County,47.3,55,0.1,47.2
IL-001,Adams County,52.9,83,0.5,52.4
IL-003,Alexander County,58.5,111,1.7,56.8
IL-005,Bond County,54.9,91,0.9,54
IL-007,Boone County,48,87,0.8,47.2
IL-009,Brown County,52.7,82,0.6,52.1
IL-011,Bureau County,49.5,80,0.6,48.9
IL-013,Calhoun County,54.6,88,0.8,53.8
IL-015,Carroll County,48.7,99,1.4,47.3
IL-017,Cass County,52.6,76,0.4,52.2
