Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AZ-025,Yavapai County,75.4,121,2.8,72.6
AZ-027,Yuma County,87.9,114,2.3,85.6
AR-001,Arkansas County,72.7,59,-0.1,72.8
AR-003,Ashley County,75.4,81,0.6,74.8
AR-005,Baxter County,68.9,54,-0.2,69.1
AR-007,Benton County,69,79,0.4,68.6
AR-009,Boone County,68.4,70,0.2,68.2
AR-011,Bradley County,75.1,83,0.5,74.6
AR-013,Calhoun County,74.6,59,-0.1,74.7
AR-015,Carroll County,68.4,78,0.3,68.1
AR-017,Chicot County,74.1,38,-0.7,74.8
AR-019,Clark County,74.1,70,0.1,74
AR-021,Clay County,69.7,53,-0.4,70.1
AR-023,Cleburne County,70.5,87,0.7,69.8
AR-025,Cleveland County,73.5,47,-0.4,73.9
AR-027,Columbia County,75.1,71,0,75.1
AR-029,Conway County,72.1,72,0.2,71.9
AR-031,Craighead County,70.3,67,-0.1,70.4
AR-033,Crawford County,70.9,76,0.3,70.6
AR-035,Crittenden County,71.9,77,0.4,71.5
AR-037,Cross County,71,69,-0.1,71.1
AR-039,Dallas County,73.6,49,-0.5,74.1
AR-041,Desha County,72.8,34,-0.9,73.7
AR-043,Drew County,74,60,-0.1,74.1
AR-045,Faulkner County,72,69,0.1,71.9
AR-047,Franklin County,70.8,77,0.3,70.5
AR-049,Fulton County,68.8,70,0.2,68.6
AR-051,Garland County,72.6,75,0.2,72.4
AR-053,Grant County,73.3,45,-0.5,73.8
AR-055,Greene County,69.8,58,-0.3,70.1
AR-057,Hempstead County,73.8,54,-0.4,74.2
AR-059,Hot Spring County,73.4,57,-0.1,73.5
AR-061,Howard County,72.9,67,0,72.9
AR-063,Independence County,70.1,77,0.3,69.8
AR-065,Izard County,68.8,52,-0.4,69.2
AR-067,Jackson County,70.7,83,0.5,70.2
AR-069,Jefferson County,73,52,-0.3,73.3
AR-071,Johnson County,70,76,0.3,69.7
AR-073,Lafayette County,75,67,-0.1,75.1
AR-075,Lawrence County,69.9,69,0,69.9
AR-077,Lee County,72.3,77,0.5,71.8
AR-079,Lincoln County,73.2,53,-0.3,73.5
AR-081,Little River County,74.5,83,0.5,74
AR-083,Logan County,72.1,81,0.4,71.7
AR-085,Lonoke County,72.4,55,-0.3,72.7
AR-087,Madison County,67.5,77,0.2,67.3
AR-089,Marion County,68.9,58,-0.2,69.1
AR-091,Miller County,74.8,59,-0.1,74.9
AR-093,Mississippi County,70.8,71,0.2,70.6
AR-095,Monroe County,72.2,72,0.3,71.9
AR-097,Montgomery County,72.3,84,0.5,71.8
AR-099,Nevada County,74.2,61,-0.2,74.4
AR-101,Newton County,67.3,72,0,67.3
AR-103,Ouachita County,74.3,50,-0.6,74.9
AR-105,Perry County,72.7,78,0.3,72.4
AR-107,Phillips County,72.6,73,0.3,72.3
AR-109,Pike County,72.7,54,-0.3,73
AR-111,Poinsett County,70.8,72,0.1,70.7
AR-113,Polk County,71.2,86,0.7,70.5
AR-115,Pope County,70.6,58,0,70.6
AR-117,Prairie County,72,57,-0.2,72.2
AR-119,Pulaski County,72.4,48,-0.5,72.9
AR-121,Randolph County,69.9,72,0.2,69.7
AR-123,St. Francis County,71.8,73,0.3,71.5
AR-125,Saline County,72.2,44,-0.6,72.8
AR-127,Scott County,71.8,85,0.6,71.2
AR-129,Searcy County,68.3,53,-0.3,68.6
AR-131,Sebastian County,72.3,76,0.4,71.9
AR-133,Sevier County,73.8,88,0.6,73.2
AR-135,Sharp County,69,59,0,69
AR-137,Stone County,68.9,66,0,68.9
AR-139,Union County,75.9,91,0.8,75.1
AR-141,Van Buren County,69.8,75,0.2,69.6
AR-143,Washington County,68.7,77,0.3,68.4
AR-145,White County,71.4,73,0.2,71.2
AR-147,Woodruff County,71.2,71,0,71.2
AR-149,Yell County,72.8,85,0.8,72
CA-001,Alameda County,70.6,117,2,68.6
CA-003,Alpine County,56.9,116,2.1,54.8
CA-005,Amador County,72.2,119,2.5,69.7
CA-007,Butte County,74,122,3,71
CA-009,Calaveras County,72.7,116,2.4,70.3
CA-011,Colusa County,76,116,2.2,73.8
CA-013,Contra Costa County,72.3,118,2.2,70.1
CA-015,Del Norte County,62.9,118,2.7,60.2
CA-017,El Dorado County,66.9,108,1.6,65.3
CA-019,Fresno County,69.9,120,2.4,67.5
CA-021,Glenn County,74.1,116,2.3,71.8
CA-023,Humboldt County,65.5,120,3,62.5
CA-025,Imperial County,87.8,102,1.5,86.3
CA-027,Inyo County,74.9,116,2.3,72.6
CA-029,Kern County,76,116,2.3,73.7
CA-031,Kings County,78.7,117,2.6,76.1
CA-033,Lake County,70.4,114,1.9,68.5
CA-035,Lassen County,61.5,111,2,59.5
CA-037,Los Angeles County,74.4,116,2.8,71.6
CA-039,Madera County,70.5,118,2,68.5
CA-041,Marin County,65.6,119,2.2,63.4
CA-043,Mariposa County,69.7,117,2,67.7
CA-045,Mendocino County,68.1,115,1.8,66.3
CA-047,Merced County,75.8,116,2.2,73.6
CA-049,Modoc County,61.6,117,2.8,58.8
CA-051,Mono County,59.9,118,2.4,57.5
CA-053,Monterey County,73.8,119,2.2,71.6
CA-055,Napa County,73.6,120,2.6,71
CA-057,Nevada County,66.1,116,2.3,63.8
CA-059,Orange County,75.1,115,2.2,72.9
CA-061,Placer County,67.3,114,2.1,65.2
CA-063,Plumas County,61.9,115,2.2,59.7
CA-065,Riverside County,82.1,113,2.1,80
CA-067,Sacramento County,76.5,120,2.6,73.9
CA-069,San Benito County,73,118,2.4,70.6
CA-071,San Bernardino County,79.9,113,2.5,77.4
CA-073,San Diego County,77,119,2.8,74.2
CA-075,San Francisco County,65.4,114,1.8,63.6
CA-077,San Joaquin County,77.1,122,3.9,73.2
CA-079,San Luis Obispo County,74.9,121,3.3,71.6
CA-081,San Mateo County,67.2,117,2.1,65.1
CA-083,Santa Barbara County,72.2,120,3.8,68.4
CA-085,Santa Clara County,71,120,2.4,68.6
CA-087,Santa Cruz County,70.3,121,3.1,67.2
CA-089,Shasta County,69.8,121,3.2,66.6
CA-091,Sierra County,61.5,116,2.5,59
CA-093,Siskiyou County,62.5,121,3.3,59.2
CA-095,Solano County,74.6,119,2.4,72.2
CA-097,Sonoma County,69.8,119,2.4,67.4
CA-099,Stanislaus County,75.7,120,2.9,72.8
CA-101,Sutter County,77.8,121,2.9,74.9
CA-103,Tehama County,72.4,121,2.9,69.5
CA-105,Trinity County,67,122,3.6,63.4
CA-107,Tulare County,67.7,111,1.7,66
CA-109,Tuolumne County,64,118,2,62
CA-111,Ventura County,71.5,118,3.2,68.3
CA-113,Yolo County,76.5,116,2.3,74.2
CA-115,Yuba County,74.8,119,2.8,72
CO-001,Adams County,65.7,109,2.2,63.5
CO-003,Alamosa County,60.7,121,3.1,57.6
CO-005,Arapahoe County,65,108,2,63
CO-007,Archuleta County,59.3,117,1.9,57.4
CO-009,Baca County,69.2,90,1.1,68.1
CO-011,Bent County,70.5,115,2.6,67.9
CO-013,Boulder County,58.6,106,1.6,57
CO-014,Broomfield County,65.8,105,1.4,64.4
CO-015,Chaffee County,52.9,120,2.4,50.5
CO-017,Cheyenne County,67,109,2.6,64.4
CO-019,Clear Creek County,50,117,2,48
CO-021,Conejos County,55.8,121,2.9,52.9
CO-023,Costilla County,58.3,121,3.2,55.1
CO-025,Crowley County,69.7,118,3.2,66.5
CO-027,Custer County,56,112,1.8,54.2
CO-029,Delta County,61,119,3.4,57.6
CO-031,Denver County,66,107,1.7,64.3
CO-033,Dolores County,57.9,120,3,54.9
CO-035,Douglas County,61.9,104,1.5,60.4
CO-037,Eagle County,53.3,114,2.3,51
CO-039,Elbert County,63.7,109,2,61.7
CO-041,El Paso County,64.2,121,3.2,61
CO-043,Fremont County,60.9,110,1.6,59.3
CO-045,Garfield County,56.6,120,2.7,53.9
CO-047,Gilpin County,51.8,109,1.6,50.2
CO-049,Grand County,51.5,118,2.4,49.1
CO-051,Gunnison County,52.6,120,2.6,50
CO-053,Hinsdale County,49.8,121,3.1,46.7
CO-055,Huerfano County,62.6,118,2.3,60.3
CO-057,Jackson County,51,112,2.3,48.7
CO-059,Jefferson County,60.6,101,1.2,59.4
CO-061,Kiowa County,68.6,109,2.5,66.1
CO-063,Kit Carson County,66.3,109,2.6,63.7
CO-065,Lake County,48.6,116,2.2,46.4
CO-067,La Plata County,60.2,121,3.1,57.1
CO-069,Larimer County,56,112,2.4,53.6
CO-071,Las Animas County,67.3,116,2.3,65
CO-073,Lincoln County,66.4,112,2.3,64.1
CO-075,Logan County,64.3,89,1.3,63
CO-077,Mesa County,61.4,120,3.5,57.9
CO-079,Mineral County,50.9,119,2.3,48.6
CO-081,Moffat County,58.8,123,3.2,55.6
CO-083,Montezuma County,64.2,121,3,61.2
CO-085,Montrose County,62.5,121,3.4,59.1
CO-087,Morgan County,66.1,115,3.3,62.8
CO-089,Otero County,70.6,117,2.9,67.7
CO-091,Ouray County,57.1,124,4.2,52.9
CO-093,Park County,53.2,113,1.9,51.3
CO-095,Phillips County,63.9,75,0.6,63.3
CO-097,Pitkin County,51.1,117,2.3,48.8
CO-099,Prowers County,69.7,109,2.1,67.6
CO-101,Pueblo County,68.7,115,2.3,66.4
CO-103,Rio Blanco County,58.6,122,2.9,55.7
CO-105,Rio Grande County,56,122,3.1,52.9
CO-107,Routt County,53.9,122,3,50.9
CO-109,Saguache County,54.2,112,1.8,52.4
CO-111,San Juan County,48.1,122,3.5,44.6
CO-113,San Miguel County,60,123,3.3,56.7
CO-115,Sedgwick County,62.9,57,-0.2,63.1
CO-117,Summit County,49.2,117,2.3,46.9
CO-119,Teller County,55.8,118,2.1,53.7
CO-121,Washington County,65.7,111,2.5,63.2
CO-123,Weld County,64.6,106,2,62.6
CO-125,Yuma County,65.7,103,1.8,63.9
CT-001,Fairfield County,60.9,107,1.7,59.2
CT-003,Hartford County,60.5,104,1.5,59
CT-005,Litchfield County,58,99,1.3,56.7
CT-007,Middlesex County,61,111,2,59
CT-009,New Haven County,61.1,110,2.1,59
CT-011,New London County,60.6,110,1.9,58.7
CT-013,Tolland County,59.8,108,2,57.8
CT-015,Windham County,59.8,107,1.8,58
DE-001,Kent County,65.8,100,1.6,64.2
DE-003,New Castle County,64.6,98,1.3,63.3
DE-005,Sussex County,67.7,118,2.9,64.8
FL-001,Alachua County,81.9,118,1.5,80.4
FL-003,Baker County,80.8,116,1.7,79.1
FL-005,Bay County,79.6,121,2.3,77.3
FL-007,Bradford County,81.5,119,1.8,79.7
FL-009,Brevard County,82.7,123,2.2,80.5
FL-011,Broward County,85.9,123,2.2,83.7
FL-013,Calhoun County,80,116,1.9,78.1
FL-015,Charlotte County,85.8,123,2.2,83.6
FL-017,Citrus County,81.6,103,1.1,80.5
FL-019,Clay County,81.6,120,2.4,79.2
FL-021,Collier County,86,114,1.5,84.5
FL-023,Columbia County,80.5,102,1.1,79.4
FL-027,DeSoto County,85.4,121,1.6,83.8
FL-029,Dixie County,80.7,114,1.4,79.3
FL-031,Duval County,80.7,121,2.7,78
FL-033,Escambia County,78.2,87,0.6,77.6
FL-035,Flagler County,81.5,115,2,79.5
FL-037,Franklin County,79.6,117,1.7,77.9
FL-039,Gadsden County,79.5,95,0.8,78.7
FL-041,Gilchrist County,81.5,115,1.6,79.9
FL-043,Glades County,85.4,119,1.9,83.5
FL-045,Gulf County,79.8,117,2.3,77.5
FL-047,Hamilton County,80,94,0.7,79.3
FL-049,Hardee County,85.2,121,2,83.2
FL-051,Hendry County,85.7,116,1.7,84
FL-053,Hernando County,82.6,115,1.9,80.7
FL-055,Highlands County,84.9,114,1.5,83.4
FL-057,Hillsborough County,83.9,123,2.6,81.3
FL-059,Holmes County,79.3,101,1,78.3
FL-061,Indian River County,83.7,125,2.4,81.3
FL-063,Jackson County,79.6,102,1.3,78.3
FL-065,Jefferson County,79.4,92,0.7,78.7
FL-067,Lafayette County,80.7,112,1.2,79.5
FL-069,Lake County,83.1,114,1.7,81.4
FL-071,Lee County,85.5,119,1.9,83.6
FL-073,Leon County,79.7,93,0.7,79
FL-075,Levy County,81.7,117,2,79.7
FL-077,Liberty County,80.2,116,1.7,78.5
FL-079,Madison County,79.6,93,0.8,78.8
FL-081,Manatee County,84.4,122,2,82.4
FL-083,Marion County,82.1,105,1.2,80.9
FL-085,Martin County,84.9,123,2.5,82.4
FL-086,Miami-Dade County,86.2,124,2.7,83.5
FL-087,Monroe County,85.8,120,2.3,83.5
FL-089,Nassau County,80.5,120,2.4,78.1
FL-091,Okaloosa County,78.5,86,0.6,77.9
FL-093,Okeechobee County,84.6,121,2.1,82.5
FL-095,Orange County,83.6,116,1.8,81.8
FL-097,Osceola County,84.4,121,2.1,82.3
FL-099,Palm Beach County,85.5,122,2.3,83.2
FL-101,Pasco County,83.2,120,2.4,80.8
FL-103,Pinellas County,82.6,119,2.3,80.3
FL-105,Polk County,84.7,122,2,82.7
FL-107,Putnam County,82,118,1.9,80.1
FL-109,St. Johns County,81,122,2.6,78.4
FL-111,St. Lucie County,84.3,123,2.4,81.9
FL-113,Santa Rosa County,78,67,0.1,77.9
FL-115,Sarasota County,85.2,123,2.1,83.1
FL-117,Seminole County,83.1,113,1.5,81.6
FL-119,Sumter County,82.9,113,1.7,81.2
FL-121,Suwannee County,80.5,106,1,79.5
FL-123,Taylor County,79.9,98,1,78.9
FL-125,Union County,81.1,113,1.4,79.7
FL-127,Volusia County,82,113,1.6,80.4
FL-129,Wakulla County,79.8,98,0.9,78.9
FL-131,Walton County,79,101,1.1,77.9
FL-133,Washington County,79.7,107,1.4,78.3
GA-001,Appling County,79.2,107,1.2,78
GA-003,Atkinson County,79,100,0.9,78.1
GA-005,Bacon County,79.3,107,1.1,78.2
GA-007,Baker County,78.6,99,0.9,77.7
GA-009,Baldwin County,77.2,114,1.7,75.5
GA-011,Banks County,72.1,94,0.9,71.2
GA-013,Barrow County,72.6,103,1.2,71.4
GA-015,Bartow County,72.3,78,0.2,72.1
GA-017,Ben Hill County,78.3,117,1.9,76.4
GA-019,Berrien County,78.6,101,0.9,77.7
GA-021,Bibb County,77.3,110,1.6,75.7
GA-023,Bleckley County,77.6,111,1.6,76
GA-025,Brantley County,80.3,121,2.1,78.2
GA-027,Brooks County,78.4,66,-0.1,78.5
GA-029,Bryan County,78.9,117,1.7,77.2
GA-031,Bulloch County,78.4,115,1.5,76.9
GA-033,Burke County,77.2,116,2,75.2
GA-035,Butts County,76.3,119,2.4,73.9
GA-037,Calhoun County,78.2,100,1,77.2
GA-039,Camden County,79.6,120,2.1,77.5
GA-043,Candler County,78.2,111,1.2,77
GA-045,Carroll County,74.2,117,2.4,71.8
GA-047,Catoosa County,71.3,74,0.4,70.9
GA-049,Charlton County,80.6,118,2,78.6
GA-051,Chatham County,78.6,120,2,76.6
GA-053,Chattahoochee County,76.9,98,0.8,76.1
GA-055,Chattooga County,71.7,58,-0.2,71.9
GA-057,Cherokee County,71.2,82,0.6,70.6
GA-059,Clarke County,73.2,103,1.2,72
GA-061,Clay County,77.6,93,0.8,76.8
GA-063,Clayton County,74.1,116,2,72.1
GA-065,Clinch County,79.6,99,0.7,78.9
GA-067,Cobb County,72.7,104,1.3,71.4
GA-069,Coffee County,78.8,109,1.3,77.5
GA-071,Colquitt County,77.8,84,0.4,77.4
GA-073,Columbia County,76.1,114,1.8,74.3
GA-075,Cook County,78.3,89,0.5,77.8
GA-077,Coweta County,75.2,117,2.3,72.9
GA-079,Crawford County,76.6,105,1.1,75.5
GA-081,Crisp County,78.4,120,2.3,76.1
GA-083,Dade County,69.6,67,0,69.6
GA-085,Dawson County,69.8,91,0.7,69.1
GA-087,Decatur County,79.2,91,0.7,78.5
GA-089,DeKalb County,73.4,114,1.9,71.5
GA-091,Dodge County,77.7,107,1.5,76.2
GA-093,Dooly County,78,116,2,76
GA-095,Dougherty County,78.5,104,1.2,77.3
GA-097,Douglas County,73.8,116,2.2,71.6
GA-099,Early County,78.5,101,1,77.5
GA-101,Echols County,79.6,90,0.5,79.1
GA-103,Effingham County,78.3,116,1.5,76.8
GA-105,Elbert County,73.9,111,1.5,72.4
GA-107,Emanuel County,77.5,106,1.1,76.4
GA-109,Evans County,78.8,106,1.2,77.6
GA-111,Fannin County,67.9,87,0.5,67.4
GA-113,Fayette County,74.6,117,2,72.6
GA-115,Floyd County,72.6,67,-0.1,72.7
GA-117,Forsyth County,71.1,95,1,70.1
GA-119,Franklin County,72.5,98,1.1,71.4
GA-121,Fulton County,73.3,116,1.9,71.4
GA-123,Gilmer County,68.3,79,0.3,68
GA-125,Glascock County,75.9,106,1.2,74.7
GA-127,Glynn County,79.3,119,2.2,77.1
GA-129,Gordon County,72,72,0.1,71.9
GA-131,Grady County,78.7,85,0.4,78.3
GA-133,Greene County,75.1,108,1.4,73.7
GA-135,Gwinnett County,72.3,107,1.4,70.9
GA-137,Habersham County,69.8,78,0.3,69.5
GA-139,Hall County,71.3,99,1,70.3
GA-141,Hancock County,76,107,1.3,74.7
GA-143,Haralson County,73,111,1.6,71.4
GA-145,Harris County,75.1,93,0.6,74.5
GA-147,Hart County,73.1,113,1.7,71.4
GA-149,Heard County,74.9,113,1.8,73.1
GA-151,Henry County,74.9,117,2,72.9
GA-153,Houston County,77.5,111,1.7,75.8
GA-155,Irwin County,78.4,114,1.8,76.6
GA-157,Jackson County,72.5,102,1.1,71.4
GA-159,Jasper County,77,123,2.9,74.1
GA-161,Jeff Davis County,78.7,107,1.2,77.5
GA-163,Jefferson County,76.4,107,1.2,75.2
GA-165,Jenkins County,77.7,115,2,75.7
GA-167,Johnson County,77,99,1,76
GA-169,Jones County,77.3,116,2.1,75.2
GA-171,Lamar County,75.7,111,1.7,74
GA-173,Lanier County,78.8,79,0.3,78.5
GA-175,Laurens County,77.6,106,1.2,76.4
GA-177,Lee County,78.2,108,1.4,76.8
GA-179,Liberty County,79,118,1.7,77.3
GA-181,Lincoln County,74.8,105,1.2,73.6
GA-183,Long County,79.5,118,1.5,78
GA-185,Lowndes County,78.8,75,0.1,78.7
GA-187,Lumpkin County,69.3,93,0.7,68.6
GA-189,McDuffie County,75.6,112,1.5,74.1
GA-191,McIntosh County,79.2,119,2.2,77
GA-193,Macon County,77.3,105,1.3,76
GA-195,Madison County,72.8,103,1.2,71.6
GA-197,Marion County,76.3,95,0.7,75.6
GA-199,Meriwether County,74.9,105,1.3,73.6
GA-201,Miller County,78.9,102,0.9,78
GA-205,Mitchell County,78.3,91,0.6,77.7
GA-207,Monroe County,76.7,114,1.9,74.8
GA-209,Montgomery County,78.2,104,1.2,77
GA-211,Morgan County,75.5,118,2.2,73.3
GA-213,Murray County,70.6,71,0.2,70.4
GA-215,Muscogee County,76.6,99,0.9,75.7
GA-217,Newton County,75.4,120,2.4,73
GA-219,Oconee County,73.7,106,1.3,72.4
GA-221,Oglethorpe County,73.9,106,1.2,72.7
GA-223,Paulding County,72.8,99,1.2,71.6
GA-225,Peach County,77,106,1.4,75.6
GA-227,Pickens County,69.7,77,0.4,69.3
GA-229,Pierce County,80,116,1.6,78.4
GA-231,Pike County,75.1,109,1.4,73.7
GA-233,Polk County,73.1,94,0.7,72.4
GA-235,Pulaski County,77.9,114,1.9,76
GA-237,Putnam County,77,120,2.5,74.5
GA-239,Quitman County,77.3,89,0.6,76.7
GA-241,Rabun County,67.7,61,0,67.7
GA-243,Randolph County,77.4,91,0.8,76.6
GA-245,Richmond County,76.9,116,2,74.9
GA-247,Rockdale County,74.3,113,2,72.3
GA-249,Schley County,76.7,98,0.8,75.9
GA-251,Screven County,77.6,113,1.7,75.9
GA-253,Seminole County,79.5,103,1.1,78.4
GA-255,Spalding County,75.2,114,1.8,73.4
GA-257,Stephens County,71.7,89,0.4,71.3
GA-259,Stewart County,77.1,93,0.7,76.4
GA-261,Sumter County,77.5,103,1.2,76.3
GA-263,Talbot County,75.3,87,0.5,74.8
GA-265,Taliaferro County,74.7,100,1,73.7
GA-267,Tattnall County,78.9,106,1.1,77.8
GA-269,Taylor County,76.1,94,0.7,75.4
GA-271,Telfair County,78.3,110,1.5,76.8
GA-273,Terrell County,77.8,101,1,76.8
GA-275,Thomas County,78.4,79,0.2,78.2
GA-277,Tift County,78.2,112,1.5,76.7
GA-279,Toombs County,78.5,105,1.1,77.4
GA-281,Towns County,67.4,89,0.7,66.7
GA-283,Treutlen County,77.7,105,1,76.7
GA-285,Troup County,75,103,1,74
GA-287,Turner County,78.1,119,1.9,76.2
GA-289,Twiggs County,77.3,110,1.5,75.8
GA-291,Union County,67.6,91,0.8,66.8
GA-293,Upson County,75.5,102,0.9,74.6
GA-295,Walker County,70.8,74,0.3,70.5
GA-297,Walton County,73.7,110,1.6,72.1
GA-299,Ware County,80,114,1.3,78.7
GA-301,Warren County,75.4,107,1.3,74.1
GA-303,Washington County,76.6,100,1.1,75.5
GA-305,Wayne County,79.8,118,1.8,78
GA-307,Webster County,77.1,95,0.7,76.4
GA-309,Wheeler County,78.3,108,1.3,77
GA-311,White County,69.4,91,0.5,68.9
GA-313,Whitfield County,71.4,73,0.3,71.1
GA-315,Wilcox County,78.1,115,2.1,76
GA-317,Wilkes County,74.2,98,1,73.2
GA-319,Wilkinson County,77.3,108,1.4,75.9
GA-321,Worth County,78,107,1.3,76.7
ID-001,Ada County,64.9,106,1.5,63.4
ID-003,Adams County,54.9,81,0.7,54.2
ID-005,Bannock County,57.5,110,2,55.5
ID-007,Bear Lake County,53.8,111,2.4,51.4
ID-009,Benewah County,56.6,98,1.1,55.5
ID-011,Bingham County,57.4,106,2,55.4
ID-013,Blaine County,55.2,107,2,53.2
ID-015,Boise County,55.8,102,1.5,54.3
ID-017,Bonner County,53.9,106,1.5,52.4
ID-019,Bonneville County,54.3,110,2.2,52.1
ID-021,Boundary County,50.9,113,1.8,49.1
ID-023,Butte County,55,108,2,53
ID-025,Camas County,53.6,107,2.2,51.4
ID-027,Canyon County,66.1,111,1.6,64.5
ID-029,Caribou County,54.4,107,2,52.4
ID-031,Cassia County,58.5,103,1.7,56.8
ID-033,Clark County,52.5,109,2,50.5
ID-035,Clearwater County,54.6,95,1,53.6
ID-037,Custer County,51.2,102,1.7,49.5
ID-039,Elmore County,60.2,115,2.2,58
ID-041,Franklin County,57.4,118,2.9,54.5
ID-043,Fremont County,52,101,1.4,50.6
ID-045,Gem County,61.5,93,0.9,60.6
ID-047,Gooding County,61.4,104,1.8,59.6
ID-049,Idaho County,53.9,97,1.4,52.5
ID-051,Jefferson County,57.7,116,2.4,55.3
ID-053,Jerome County,62.4,114,2.6,59.8
ID-055,Kootenai County,55.9,105,1.5,54.4
ID-057,Latah County,57.8,96,1,56.8
ID-059,Lemhi County,51.1,95,1.4,49.7
ID-061,Lewis County,56.2,65,0.2,56
ID-063,Lincoln County,60.5,116,3,57.5
ID-065,Madison County,54.9,105,1.8,53.1
ID-067,Minidoka County,60.6,110,2.3,58.3
ID-069,Nez Perce County,60.5,91,0.9,59.6
ID-071,Oneida County,58.1,102,1.4,56.7
ID-073,Owyhee County,61,102,1.3,59.7
ID-075,Payette County,64.5,109,1.7,62.8
ID-077,Power County,58,96,1.3,56.7
ID-079,Shoshone County,52.4,91,0.9,51.5
ID-081,Teton County,51.9,110,1.9,50
ID-083,Twin Falls County,60.3,94,1.3,59
ID-085,Valley County,52.7,105,1.5,51.2
ID-087,Washington County,59.2,88,0.8,58.4
IL-001,Adams County,62.8,72,0,62.8
IL-003,Alexander County,68.2,85,0.7,67.5
IL-005,Bond County,64.9,84,0.7,64.2
IL-007,Boone County,56.6,42,-0.5,57.1
IL-009,Brown County,63.2,83,0.5,62.7
IL-011,Bureau County,59.3,66,-0.1,59.4
IL-013,Calhoun County,64.6,71,0.2,64.4
IL-015,Carroll County,58.2,78,0.6,57.6
