Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AR-027,Columbia County,75,69,-0.1,75.1
AR-029,Conway County,73.1,100,1.3,71.8
AR-031,Craighead County,71.1,86,0.8,70.3
AR-033,Crawford County,72.6,112,2,70.6
AR-035,Crittenden County,72.7,100,1.1,71.6
AR-037,Cross County,71.6,85,0.5,71.1
AR-039,Dallas County,73.7,53,-0.4,74.1
AR-041,Desha County,73.3,51,-0.5,73.8
AR-043,Drew County,74.2,70,0.2,74
AR-045,Faulkner County,72.9,97,1,71.9
AR-047,Franklin County,72.3,108,1.8,70.5
AR-049,Fulton County,70.1,105,1.5,68.6
AR-051,Garland County,73.4,96,1,72.4
AR-053,Grant County,73.9,71,0.1,73.8
AR-055,Greene County,70.7,89,0.6,70.1
AR-057,Hempstead County,74.6,84,0.4,74.2
AR-059,Hot Spring County,74,82,0.4,73.6
AR-061,Howard County,73.9,97,1.1,72.8
AR-063,Independence County,70.7,96,0.9,69.8
AR-065,Izard County,69.7,75,0.5,69.2
AR-067,Jackson County,71.3,99,1.1,70.2
AR-069,Jefferson County,73.6,79,0.3,73.3
AR-071,Johnson County,71.4,107,1.7,69.7
AR-073,Lafayette County,75.6,84,0.5,75.1
AR-075,Lawrence County,71,97,1.1,69.9
AR-077,Lee County,72.8,95,0.9,71.9
AR-079,Lincoln County,73.6,70,0.1,73.5
AR-081,Little River County,75.3,105,1.3,74
AR-083,Logan County,73.4,106,1.7,71.7
AR-085,Lonoke County,73,78,0.3,72.7
AR-087,Madison County,68.9,108,1.6,67.3
AR-089,Marion County,70.2,96,1,69.2
AR-091,Miller County,75.8,94,0.9,74.9
AR-093,Mississippi County,71.5,96,0.9,70.6
AR-095,Monroe County,72.7,91,0.8,71.9
AR-097,Montgomery County,73.4,103,1.7,71.7
AR-099,Nevada County,74.7,77,0.2,74.5
AR-101,Newton County,68.5,102,1.2,67.3
AR-103,Ouachita County,74.6,59,-0.2,74.8
AR-105,Perry County,73.4,101,1.1,72.3
AR-107,Phillips County,73.1,89,0.8,72.3
AR-109,Pike County,73.7,87,0.7,73
AR-111,Poinsett County,71.6,94,0.9,70.7
AR-113,Polk County,72.7,115,2.2,70.5
AR-115,Pope County,71.8,99,1.2,70.6
AR-117,Prairie County,72.5,78,0.2,72.3
AR-119,Pulaski County,73.3,81,0.4,72.9
AR-121,Randolph County,71.2,107,1.5,69.7
AR-123,St. Francis County,72.2,92,0.7,71.5
AR-125,Saline County,73,76,0.2,72.8
AR-127,Scott County,73.3,116,2.1,71.2
AR-129,Searcy County,69.3,92,0.7,68.6
AR-131,Sebastian County,74.1,114,2.2,71.9
AR-133,Sevier County,74.7,107,1.6,73.1
AR-135,Sharp County,70.2,95,1.1,69.1
AR-137,Stone County,69.5,83,0.7,68.8
AR-139,Union County,75.9,91,0.7,75.2
AR-141,Van Buren County,70.4,93,0.9,69.5
AR-143,Washington County,70.1,109,1.7,68.4
AR-145,White County,71.7,85,0.6,71.1
AR-147,Woodruff County,71.7,84,0.5,71.2
AR-149,Yell County,73.7,103,1.7,72
CA-001,Alameda County,71.6,124,3,68.6
CA-003,Alpine County,57.3,120,2.4,54.9
CA-005,Amador County,72.2,119,2.5,69.7
CA-007,Butte County,73.9,121,3,70.9
CA-009,Calaveras County,73,120,2.7,70.3
CA-011,Colusa County,76.2,118,2.4,73.8
CA-013,Contra Costa County,73.1,123,3.1,70
CA-015,Del Norte County,62,100,1.8,60.2
CA-017,El Dorado County,67.2,113,1.9,65.3
CA-019,Fresno County,70.6,124,3.1,67.5
CA-021,Glenn County,74.4,120,2.6,71.8
CA-023,Humboldt County,65.3,117,2.8,62.5
CA-025,Imperial County,90.5,126,4.1,86.4
CA-027,Inyo County,76.1,125,3.4,72.7
CA-029,Kern County,77.3,125,3.6,73.7
CA-031,Kings County,79.3,124,3.2,76.1
CA-033,Lake County,70.5,115,2,68.5
CA-035,Lassen County,62,118,2.5,59.5
CA-037,Los Angeles County,76.6,126,5,71.6
CA-039,Madera County,71.3,122,2.8,68.5
CA-041,Marin County,66.6,122,3.1,63.5
CA-043,Mariposa County,70.6,123,2.9,67.7
CA-045,Mendocino County,68.3,118,1.9,66.4
CA-047,Merced County,77.1,124,3.4,73.7
CA-049,Modoc County,62,121,3.3,58.7
CA-051,Mono County,60.6,123,3.1,57.5
CA-053,Monterey County,74.9,124,3.3,71.6
CA-055,Napa County,73.8,121,2.8,71
CA-057,Nevada County,66.2,120,2.4,63.8
CA-059,Orange County,77.3,126,4.5,72.8
CA-061,Placer County,67.4,116,2.2,65.2
CA-063,Plumas County,61.9,115,2.3,59.6
CA-065,Riverside County,84.2,126,4.3,79.9
CA-067,Sacramento County,76.9,122,2.9,74
CA-069,San Benito County,74.1,123,3.5,70.6
CA-071,San Bernardino County,81.8,126,4.4,77.4
CA-073,San Diego County,79,126,4.8,74.2
CA-075,San Francisco County,66.8,123,3.1,63.7
CA-077,San Joaquin County,77.7,125,4.4,73.3
CA-079,San Luis Obispo County,76.1,125,4.5,71.6
CA-081,San Mateo County,68.2,123,3,65.2
CA-083,Santa Barbara County,73.5,125,5.1,68.4
CA-085,Santa Clara County,71.9,124,3.3,68.6
CA-087,Santa Cruz County,70.9,122,3.7,67.2
CA-089,Shasta County,69.7,120,3.1,66.6
CA-091,Sierra County,61.8,121,2.8,59
CA-093,Siskiyou County,62,117,2.8,59.2
CA-095,Solano County,74.8,122,2.7,72.1
CA-097,Sonoma County,70.2,122,2.8,67.4
CA-099,Stanislaus County,76.5,124,3.6,72.9
CA-101,Sutter County,77.9,122,3,74.9
CA-103,Tehama County,72.3,120,2.8,69.5
CA-105,Trinity County,66.3,120,3,63.3
CA-107,Tulare County,68.4,122,2.4,66
CA-109,Tuolumne County,64.4,120,2.4,62
CA-111,Ventura County,73.7,125,5.4,68.3
CA-113,Yolo County,76.6,119,2.3,74.3
CA-115,Yuba County,74.9,122,2.8,72.1
CO-001,Adams County,67.3,125,3.8,63.5
CO-003,Alamosa County,62.4,125,4.8,57.6
CO-005,Arapahoe County,66.8,125,3.8,63
CO-007,Archuleta County,60.6,124,3.2,57.4
CO-009,Baca County,70.6,119,2.5,68.1
CO-011,Bent County,71.7,123,3.9,67.8
CO-013,Boulder County,60.2,124,3.2,57
CO-014,Broomfield County,67.7,125,3.4,64.3
CO-015,Chaffee County,54.2,126,3.7,50.5
CO-017,Cheyenne County,68.5,120,4.1,64.4
CO-019,Clear Creek County,51.4,125,3.5,47.9
CO-021,Conejos County,57.2,125,4.3,52.9
CO-023,Costilla County,59.3,125,4.2,55.1
CO-025,Crowley County,70.7,124,4.2,66.5
CO-027,Custer County,57.5,124,3.3,54.2
CO-029,Delta County,62.7,126,5.1,57.6
CO-031,Denver County,68,125,3.7,64.3
CO-033,Dolores County,59.5,126,4.5,55
CO-035,Douglas County,63.4,122,3,60.4
CO-037,Eagle County,54.8,126,3.7,51.1
CO-039,Elbert County,65.5,125,3.9,61.6
CO-041,El Paso County,65.5,126,4.5,61
CO-043,Fremont County,62.6,124,3.2,59.4
CO-045,Garfield County,58.3,126,4.4,53.9
CO-047,Gilpin County,53.5,125,3.3,50.2
CO-049,Grand County,53,125,3.9,49.1
CO-051,Gunnison County,54.2,126,4.1,50.1
CO-053,Hinsdale County,51.4,126,4.7,46.7
CO-055,Huerfano County,63.5,125,3.2,60.3
CO-057,Jackson County,52.1,124,3.4,48.7
CO-059,Jefferson County,62.2,123,2.9,59.3
CO-061,Kiowa County,70,123,3.9,66.1
CO-063,Kit Carson County,67.8,122,4.1,63.7
CO-065,Lake County,50,125,3.6,46.4
CO-067,La Plata County,61.6,126,4.5,57.1
CO-069,Larimer County,57.4,124,3.8,53.6
CO-071,Las Animas County,68.3,124,3.2,65.1
CO-073,Lincoln County,67.9,124,3.9,64
CO-075,Logan County,66.6,122,3.7,62.9
CO-077,Mesa County,63.5,126,5.5,58
CO-079,Mineral County,52.7,125,4.1,48.6
CO-081,Moffat County,60,124,4.4,55.6
CO-083,Montezuma County,65.8,126,4.7,61.1
CO-085,Montrose County,64.2,126,5.1,59.1
CO-087,Morgan County,67.3,125,4.5,62.8
CO-089,Otero County,71.8,124,4.1,67.7
CO-091,Ouray County,58.4,126,5.6,52.8
CO-093,Park County,54.6,125,3.3,51.3
CO-095,Phillips County,66.6,121,3.4,63.2
CO-097,Pitkin County,52.9,126,4.1,48.8
CO-099,Prowers County,71.1,122,3.5,67.6
CO-101,Pueblo County,70.1,124,3.7,66.4
CO-103,Rio Blanco County,60.2,126,4.6,55.6
CO-105,Rio Grande County,57.9,125,5,52.9
CO-107,Routt County,55.2,125,4.3,50.9
CO-109,Saguache County,55.8,125,3.4,52.4
CO-111,San Juan County,49.6,126,5,44.6
CO-113,San Miguel County,61.5,126,4.8,56.7
CO-115,Sedgwick County,66.1,119,3,63.1
CO-117,Summit County,50.6,126,3.7,46.9
CO-119,Teller County,56.8,125,3.1,53.7
CO-121,Washington County,67.4,123,4.2,63.2
CO-123,Weld County,66.1,124,3.5,62.6
CO-125,Yuma County,67.8,123,3.9,63.9
CT-001,Fairfield County,61.4,112,2.2,59.2
CT-003,Hartford County,60.6,106,1.6,59
CT-005,Litchfield County,58.1,103,1.4,56.7
CT-007,Middlesex County,61,111,2,59
CT-009,New Haven County,61.2,113,2.2,59
CT-011,New London County,60.5,107,1.9,58.6
CT-013,Tolland County,60,111,2.1,57.9
CT-015,Windham County,59.9,109,1.9,58
DE-001,Kent County,66.4,113,2.2,64.2
DE-003,New Castle County,65.5,114,2.2,63.3
DE-005,Sussex County,67.7,118,3,64.7
FL-001,Alachua County,80.9,81,0.5,80.4
FL-003,Baker County,80.9,117,1.8,79.1
FL-005,Bay County,79.4,118,2.2,77.2
FL-007,Bradford County,80.8,103,1.1,79.7
FL-009,Brevard County,82,114,1.4,80.6
FL-011,Broward County,85.6,118,1.9,83.7
FL-013,Calhoun County,80.1,117,2,78.1
FL-015,Charlotte County,85.8,123,2.2,83.6
FL-017,Citrus County,82.7,121,2.2,80.5
FL-019,Clay County,81,116,1.8,79.2
FL-021,Collier County,85.6,101,1.2,84.4
FL-023,Columbia County,80.4,99,1,79.4
FL-027,DeSoto County,85.6,124,1.8,83.8
FL-029,Dixie County,80.6,107,1.3,79.3
FL-031,Duval County,80.3,117,2.3,78
FL-033,Escambia County,78.1,82,0.5,77.6
FL-035,Flagler County,81.7,119,2.1,79.6
FL-037,Franklin County,80.1,120,2.2,77.9
FL-039,Gadsden County,79.8,106,1.1,78.7
FL-041,Gilchrist County,81,103,1.1,79.9
FL-043,Glades County,86,126,2.5,83.5
FL-045,Gulf County,80.1,122,2.7,77.4
FL-047,Hamilton County,79.6,80,0.3,79.3
FL-049,Hardee County,85.3,124,2.1,83.2
FL-051,Hendry County,86,121,2,84
FL-053,Hernando County,82.9,121,2.2,80.7
FL-055,Highlands County,85.7,125,2.2,83.5
FL-057,Hillsborough County,83.3,116,2,81.3
FL-059,Holmes County,78.8,87,0.6,78.2
FL-061,Indian River County,83.4,120,2.1,81.3
FL-063,Jackson County,79.7,110,1.4,78.3
FL-065,Jefferson County,79.4,92,0.7,78.7
FL-067,Lafayette County,80.6,108,1.1,79.5
FL-069,Lake County,83.5,120,2.1,81.4
FL-071,Lee County,85.6,120,2.1,83.5
FL-073,Leon County,79.7,93,0.7,79
FL-075,Levy County,81.1,109,1.3,79.8
FL-077,Liberty County,80.5,119,2.1,78.4
FL-079,Madison County,79.5,89,0.7,78.8
FL-081,Manatee County,84.1,117,1.6,82.5
FL-083,Marion County,82.4,113,1.5,80.9
FL-085,Martin County,84.8,122,2.4,82.4
FL-086,Miami-Dade County,85.6,119,2.1,83.5
FL-087,Monroe County,85.2,113,1.7,83.5
FL-089,Nassau County,80.3,117,2.2,78.1
FL-091,Okaloosa County,78.1,67,0.2,77.9
FL-093,Okeechobee County,84.8,123,2.3,82.5
FL-095,Orange County,83.6,116,1.7,81.9
FL-097,Osceola County,84.2,118,1.9,82.3
FL-099,Palm Beach County,85.4,120,2.2,83.2
FL-101,Pasco County,83,117,2.2,80.8
FL-103,Pinellas County,82.5,118,2.3,80.2
FL-105,Polk County,84.6,119,1.9,82.7
FL-107,Putnam County,81.6,113,1.5,80.1
FL-109,St. Johns County,80.6,119,2.3,78.3
FL-111,St. Lucie County,83.9,121,2.1,81.8
FL-113,Santa Rosa County,77.8,54,-0.1,77.9
FL-115,Sarasota County,84.5,114,1.4,83.1
FL-117,Seminole County,83.2,116,1.6,81.6
FL-119,Sumter County,83.6,122,2.4,81.2
FL-121,Suwannee County,80.3,96,0.8,79.5
FL-123,Taylor County,80,104,1,79
FL-125,Union County,80.6,97,0.9,79.7
FL-127,Volusia County,82.2,116,1.8,80.4
FL-129,Wakulla County,80.1,106,1.3,78.8
FL-131,Walton County,78.4,82,0.6,77.8
FL-133,Washington County,79.5,100,1.2,78.3
GA-001,Appling County,78.9,99,0.8,78.1
GA-003,Atkinson County,79.2,104,1.1,78.1
GA-005,Bacon County,79.4,109,1.2,78.2
GA-007,Baker County,78.4,92,0.7,77.7
GA-009,Baldwin County,76.6,99,1.2,75.4
GA-011,Banks County,72.6,111,1.4,71.2
GA-013,Barrow County,73.1,114,1.6,71.5
GA-015,Bartow County,72.3,78,0.2,72.1
GA-017,Ben Hill County,78.2,112,1.8,76.4
GA-019,Berrien County,78.3,89,0.6,77.7
GA-021,Bibb County,77,105,1.3,75.7
GA-023,Bleckley County,77.8,116,1.8,76
GA-025,Brantley County,80.3,121,2.1,78.2
GA-027,Brooks County,78.2,53,-0.3,78.5
GA-029,Bryan County,78.6,109,1.4,77.2
GA-031,Bulloch County,77.8,98,0.9,76.9
GA-033,Burke County,77.9,122,2.7,75.2
GA-035,Butts County,75.9,116,2,73.9
GA-037,Calhoun County,78.4,106,1.2,77.2
GA-039,Camden County,79.4,115,1.9,77.5
GA-043,Candler County,77.2,74,0.2,77
GA-045,Carroll County,73.9,114,2,71.9
GA-047,Catoosa County,71.5,79,0.6,70.9
GA-049,Charlton County,80.9,121,2.2,78.7
GA-051,Chatham County,78.6,120,2,76.6
GA-053,Chattahoochee County,76.3,73,0.2,76.1
GA-055,Chattooga County,71.7,58,-0.2,71.9
GA-057,Cherokee County,71.4,93,0.8,70.6
GA-059,Clarke County,73.7,113,1.7,72
GA-061,Clay County,78.4,110,1.5,76.9
GA-063,Clayton County,74.1,116,2.1,72
GA-065,Clinch County,80.2,117,1.3,78.9
GA-067,Cobb County,72.7,104,1.4,71.3
GA-069,Coffee County,78.6,104,1.1,77.5
GA-071,Colquitt County,77.5,70,0.1,77.4
GA-073,Columbia County,76.5,119,2.2,74.3
GA-075,Cook County,77.9,73,0.1,77.8
GA-077,Coweta County,74.6,113,1.8,72.8
GA-079,Crawford County,76.5,101,1,75.5
GA-081,Crisp County,78.5,122,2.5,76
GA-083,Dade County,69.8,74,0.2,69.6
GA-085,Dawson County,70.1,96,1,69.1
GA-087,Decatur County,79.2,91,0.7,78.5
GA-089,DeKalb County,73.5,117,2,71.5
GA-091,Dodge County,78.1,118,1.9,76.2
GA-093,Dooly County,78.2,120,2.3,75.9
GA-095,Dougherty County,78.2,98,0.9,77.3
GA-097,Douglas County,73.6,114,2,71.6
GA-099,Early County,78.8,108,1.3,77.5
GA-101,Echols County,79.6,90,0.5,79.1
GA-103,Effingham County,78.2,111,1.5,76.7
GA-105,Elbert County,74.2,116,1.9,72.3
GA-107,Emanuel County,77.2,98,0.8,76.4
GA-109,Evans County,78.1,88,0.5,77.6
GA-111,Fannin County,68,91,0.7,67.3
GA-113,Fayette County,74.6,117,1.9,72.7
GA-115,Floyd County,72.6,67,-0.1,72.7
GA-117,Forsyth County,71.3,104,1.2,70.1
GA-119,Franklin County,73.1,115,1.6,71.5
GA-121,Fulton County,73.3,116,1.9,71.4
GA-123,Gilmer County,68.5,89,0.6,67.9
GA-125,Glascock County,76.3,115,1.6,74.7
GA-127,Glynn County,78.9,115,1.8,77.1
GA-129,Gordon County,71.9,67,0,71.9
GA-131,Grady County,78.5,76,0.2,78.3
GA-133,Greene County,75.3,112,1.6,73.7
GA-135,Gwinnett County,72.6,112,1.6,71
GA-137,Habersham County,70.3,95,0.7,69.6
GA-139,Hall County,71.6,105,1.3,70.3
GA-141,Hancock County,76,107,1.3,74.7
GA-143,Haralson County,73,111,1.6,71.4
GA-145,Harris County,74.8,81,0.3,74.5
GA-147,Hart County,73.5,120,2.1,71.4
GA-149,Heard County,74.3,102,1.3,73
GA-151,Henry County,74.8,115,2,72.8
GA-153,Houston County,77.7,116,1.8,75.9
GA-155,Irwin County,78.1,110,1.5,76.6
GA-157,Jackson County,73,114,1.6,71.4
GA-159,Jasper County,76.2,115,2.1,74.1
GA-161,Jeff Davis County,78.3,98,0.9,77.4
GA-163,Jefferson County,76.9,113,1.7,75.2
GA-165,Jenkins County,77.8,117,2.1,75.7
GA-167,Johnson County,77.2,106,1.2,76
GA-169,Jones County,76.6,105,1.4,75.2
GA-171,Lamar County,75.5,109,1.5,74
GA-173,Lanier County,78.9,87,0.3,78.6
GA-175,Laurens County,77.8,113,1.5,76.3
GA-177,Lee County,78,103,1.1,76.9
GA-179,Liberty County,78.8,113,1.4,77.4
GA-181,Lincoln County,75.3,114,1.7,73.6
GA-183,Long County,79.1,104,1.2,77.9
GA-185,Lowndes County,78.5,55,-0.1,78.6
GA-187,Lumpkin County,69.5,99,1,68.5
GA-189,McDuffie County,76,118,2,74
GA-191,McIntosh County,78.8,116,1.9,76.9
GA-193,Macon County,77.2,103,1.2,76
GA-195,Madison County,73.2,113,1.6,71.6
GA-197,Marion County,75.8,73,0.1,75.7
GA-199,Meriwether County,74.6,101,1,73.6
GA-201,Miller County,78.9,102,0.9,78
GA-205,Mitchell County,78,83,0.4,77.6
GA-207,Monroe County,76.3,109,1.4,74.9
GA-209,Montgomery County,77.7,93,0.6,77.1
GA-211,Morgan County,75.3,114,2,73.3
GA-213,Murray County,70.9,87,0.4,70.5
GA-215,Muscogee County,76,75,0.2,75.8
GA-217,Newton County,75.1,116,2.1,73
GA-219,Oconee County,74.2,113,1.8,72.4
GA-221,Oglethorpe County,74.3,112,1.6,72.7
GA-223,Paulding County,72.9,104,1.2,71.7
GA-225,Peach County,77,106,1.3,75.7
GA-227,Pickens County,69.9,87,0.6,69.3
GA-229,Pierce County,80.3,118,1.8,78.5
GA-231,Pike County,75,108,1.3,73.7
GA-233,Polk County,73.2,96,0.9,72.3
GA-235,Pulaski County,78.3,119,2.3,76
GA-237,Putnam County,76.1,110,1.6,74.5
GA-239,Quitman County,78.1,110,1.4,76.7
GA-241,Rabun County,68.3,87,0.6,67.7
GA-243,Randolph County,77.9,104,1.2,76.7
GA-245,Richmond County,77.6,123,2.7,74.9
GA-247,Rockdale County,74.4,117,2.1,72.3
GA-249,Schley County,76.3,81,0.4,75.9
GA-251,Screven County,77.8,114,1.8,76
GA-253,Seminole County,79.6,108,1.2,78.4
GA-255,Spalding County,75.2,114,1.8,73.4
GA-257,Stephens County,72.3,99,1.1,71.2
GA-259,Stewart County,77.1,93,0.8,76.3
GA-261,Sumter County,77.2,99,0.9,76.3
GA-263,Talbot County,75.1,78,0.3,74.8
GA-265,Taliaferro County,75.3,113,1.6,73.7
GA-267,Tattnall County,78.1,78,0.4,77.7
GA-269,Taylor County,75.9,88,0.5,75.4
GA-271,Telfair County,78.2,109,1.5,76.7
GA-273,Terrell County,77.7,99,0.9,76.8
GA-275,Thomas County,78.1,67,0,78.1
GA-277,Tift County,77.7,98,1,76.7
GA-279,Toombs County,77.8,85,0.3,77.5
GA-281,Towns County,67.6,94,0.9,66.7
GA-283,Treutlen County,77.4,96,0.7,76.7
GA-285,Troup County,74.6,94,0.6,74
GA-287,Turner County,78,114,1.8,76.2
GA-289,Twiggs County,77.2,107,1.4,75.8
GA-291,Union County,67.8,99,1,66.8
GA-293,Upson County,75.4,97,0.9,74.5
GA-295,Walker County,70.8,74,0.2,70.6
GA-297,Walton County,74,114,1.9,72.1
GA-299,Ware County,80.6,119,1.9,78.7
GA-301,Warren County,75.8,114,1.7,74.1
GA-303,Washington County,76.9,111,1.3,75.6
GA-305,Wayne County,79.5,113,1.5,78
GA-307,Webster County,76.7,80,0.4,76.3
GA-309,Wheeler County,78.2,103,1.2,77
GA-311,White County,69.6,94,0.8,68.8
GA-313,Whitfield County,71.5,78,0.4,71.1
GA-315,Wilcox County,78.4,120,2.4,76
GA-317,Wilkes County,74.8,113,1.6,73.2
GA-319,Wilkinson County,77.2,104,1.3,75.9
GA-321,Worth County,77.6,99,0.9,76.7
ID-001,Ada County,65,110,1.6,63.4
ID-003,Adams County,55.5,99,1.2,54.3
ID-005,Bannock County,58.3,122,2.9,55.4
ID-007,Bear Lake County,54.6,122,3.1,51.5
ID-009,Benewah County,56.9,104,1.3,55.6
ID-011,Bingham County,58.1,118,2.6,55.5
ID-013,Blaine County,55.9,118,2.8,53.1
ID-015,Boise County,56.1,107,1.7,54.4
ID-017,Bonner County,54.2,114,1.8,52.4
ID-019,Bonneville County,55.1,122,3,52.1
ID-021,Boundary County,51.3,119,2.3,49
ID-023,Butte County,55.8,119,2.8,53
ID-025,Camas County,54.4,118,2.9,51.5
ID-027,Canyon County,65.9,103,1.4,64.5
ID-029,Caribou County,55.1,121,2.8,52.3
ID-031,Cassia County,59.5,122,2.7,56.8
ID-033,Clark County,53.2,120,2.7,50.5
ID-035,Clearwater County,55.5,116,1.9,53.6
ID-037,Custer County,51.9,114,2.4,49.5
ID-039,Elmore County,60.8,122,2.9,57.9
ID-041,Franklin County,58.1,122,3.6,54.5
ID-043,Fremont County,53.1,121,2.5,50.6
ID-045,Gem County,61.4,90,0.8,60.6
ID-047,Gooding County,62,115,2.4,59.6
ID-049,Idaho County,55,122,2.5,52.5
ID-051,Jefferson County,58.4,120,3,55.4
ID-053,Jerome County,62.9,120,3.1,59.8
ID-055,Kootenai County,56,108,1.6,54.4
ID-057,Latah County,58.3,108,1.4,56.9
ID-059,Lemhi County,52,113,2.3,49.7
ID-061,Lewis County,56.9,92,0.8,56.1
ID-063,Lincoln County,61.1,121,3.6,57.5
ID-065,Madison County,55.8,121,2.7,53.1
ID-067,Minidoka County,61.1,118,2.8,58.3
ID-069,Nez Perce County,60.7,101,1.2,59.5
ID-071,Oneida County,58.9,118,2.2,56.7
ID-073,Owyhee County,61.8,116,2.2,59.6
ID-075,Payette County,64.1,103,1.3,62.8
ID-077,Power County,58.8,109,2.1,56.7
ID-079,Shoshone County,53.1,114,1.7,51.4
ID-081,Teton County,53,122,3,50
ID-083,Twin Falls County,61.5,117,2.6,58.9
ID-085,Valley County,53.4,117,2.1,51.3
ID-087,Washington County,59.3,92,0.9,58.4
IL-001,Adams County,64.9,109,2.1,62.8
IL-003,Alexander County,69,104,1.4,67.6
IL-005,Bond County,67.1,120,2.9,64.2
IL-007,Boone County,59.2,109,2.1,57.1
IL-009,Brown County,65,113,2.3,62.7
IL-011,Bureau County,61.1,106,1.8,59.3
