Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
AR-005,Baxter County,47.3,120,2.3,45
AR-007,Benton County,47.6,109,1.6,46
AR-009,Boone County,46.8,112,1.5,45.3
AR-011,Bradley County,54.1,125,3.3,50.8
AR-013,Calhoun County,53.3,124,2.6,50.7
AR-015,Carroll County,47.2,112,1.5,45.7
AR-017,Chicot County,54.9,122,2.7,52.2
AR-019,Clark County,52.5,120,2.4,50.1
AR-021,Clay County,49.6,115,2.3,47.3
AR-023,Cleburne County,49.7,109,1.7,48
AR-025,Cleveland County,53.2,123,2.5,50.7
AR-027,Columbia County,53.8,121,2.2,51.6
AR-029,Conway County,50.3,118,1.7,48.6
AR-031,Craighead County,51.4,123,2.8,48.6
AR-033,Crawford County,49.6,113,1.6,48
AR-035,Crittenden County,53,115,2,51
AR-037,Cross County,52.7,121,2.2,50.5
AR-039,Dallas County,52.8,123,2.5,50.3
AR-041,Desha County,54.5,123,2.8,51.7
AR-043,Drew County,54.4,123,3,51.4
AR-045,Faulkner County,51,117,1.8,49.2
AR-047,Franklin County,49.5,112,1.5,48
AR-049,Fulton County,47.6,124,3.1,44.5
AR-051,Garland County,51.6,123,2.5,49.1
AR-053,Grant County,52.5,122,2.3,50.2
AR-055,Greene County,50.4,120,2.6,47.8
AR-057,Hempstead County,52.9,117,2,50.9
AR-059,Hot Spring County,52.2,119,2.3,49.9
AR-061,Howard County,51.7,120,2,49.7
AR-063,Independence County,50.1,121,2.4,47.7
AR-065,Izard County,48.2,122,2.4,45.8
AR-067,Jackson County,51.1,120,2.2,48.9
AR-069,Jefferson County,53.2,122,2.2,51
AR-071,Johnson County,49.2,119,1.7,47.5
AR-073,Lafayette County,54.2,123,2.4,51.8
AR-075,Lawrence County,50,122,2.5,47.5
AR-077,Lee County,53.5,122,2.2,51.3
AR-079,Lincoln County,54,123,2.7,51.3
AR-081,Little River County,53.5,123,2.4,51.1
AR-083,Logan County,50.1,108,1.5,48.6
AR-085,Lonoke County,52.9,123,2.5,50.4
AR-087,Madison County,47.1,108,1.4,45.7
AR-089,Marion County,47,118,2,45
AR-091,Miller County,54.6,123,2.4,52.2
AR-093,Mississippi County,52,118,2.3,49.7
AR-095,Monroe County,53.8,123,2.4,51.4
AR-097,Montgomery County,50.8,123,2.2,48.6
AR-099,Nevada County,52.9,114,1.9,51
AR-101,Newton County,47.5,122,1.9,45.6
AR-103,Ouachita County,53.1,117,1.9,51.2
AR-105,Perry County,51.2,122,2,49.2
AR-107,Phillips County,53.9,122,2.4,51.5
AR-109,Pike County,51.3,118,2.1,49.2
AR-111,Poinsett County,51.9,121,2.4,49.5
AR-113,Polk County,50.2,120,2.1,48.1
AR-115,Pope County,49.5,122,1.9,47.6
AR-117,Prairie County,53.5,123,2.6,50.9
AR-119,Pulaski County,52.3,123,2.3,50
AR-121,Randolph County,48.4,116,2,46.4
AR-123,St. Francis County,53.2,121,2.2,51
AR-125,Saline County,52.1,123,2.5,49.6
AR-127,Scott County,50,115,1.6,48.4
AR-129,Searcy County,47.9,123,2.4,45.5
AR-131,Sebastian County,50.5,114,1.8,48.7
AR-133,Sevier County,52.5,124,2.3,50.2
AR-135,Sharp County,48.8,124,3.1,45.7
AR-137,Stone County,48.4,117,1.9,46.5
AR-139,Union County,54,125,2.6,51.4
AR-141,Van Buren County,48.7,118,1.8,46.9
AR-143,Washington County,47.6,106,1.3,46.3
AR-145,White County,52.2,123,2.8,49.4
AR-147,Woodruff County,52.7,123,2.3,50.4
AR-149,Yell County,50.6,114,1.5,49.1
CA-001,Alameda County,48.9,110,1.8,47.1
CA-003,Alpine County,33.8,120,2.2,31.6
CA-005,Amador County,46.9,121,2.2,44.7
CA-007,Butte County,48,109,1.3,46.7
CA-009,Calaveras County,46.8,122,2,44.8
CA-011,Colusa County,48.9,115,2,46.9
CA-013,Contra Costa County,49.7,117,2.1,47.6
CA-015,Del Norte County,43,112,1.6,41.4
CA-017,El Dorado County,43.6,119,2.2,41.4
CA-019,Fresno County,44.4,122,3.2,41.2
CA-021,Glenn County,47.7,101,0.9,46.8
CA-023,Humboldt County,44,92,0.7,43.3
CA-025,Imperial County,61.9,122,3.8,58.1
CA-027,Inyo County,49.9,124,3.5,46.4
CA-029,Kern County,50.6,124,3.3,47.3
CA-031,Kings County,51.5,119,2.6,48.9
CA-033,Lake County,46.5,122,2.4,44.1
CA-035,Lassen County,34,102,1.4,32.6
CA-037,Los Angeles County,51.7,122,3.6,48.1
CA-039,Madera County,44.5,121,2.8,41.7
CA-041,Marin County,47.8,112,1.6,46.2
CA-043,Mariposa County,43.6,120,2.3,41.3
CA-045,Mendocino County,44.4,100,1,43.4
CA-047,Merced County,50.7,118,2.3,48.4
CA-049,Modoc County,34,106,1.7,32.3
CA-051,Mono County,31.7,121,2.7,29
CA-053,Monterey County,45.5,115,2.7,42.8
CA-055,Napa County,47.4,114,2,45.4
CA-057,Nevada County,41.2,108,1.5,39.7
CA-059,Orange County,55.7,122,3.9,51.8
CA-061,Placer County,42.5,111,1.7,40.8
CA-063,Plumas County,35,95,1.1,33.9
CA-065,Riverside County,57.5,125,3.9,53.6
CA-067,Sacramento County,49.2,98,1,48.2
CA-069,San Benito County,47.1,119,2.9,44.2
CA-071,San Bernardino County,56,124,3.4,52.6
CA-073,San Diego County,51.6,122,3.4,48.2
CA-075,San Francisco County,49.9,113,2,47.9
CA-077,San Joaquin County,49.4,102,1.2,48.2
CA-079,San Luis Obispo County,46.9,120,2.5,44.4
CA-081,San Mateo County,48,113,2.4,45.6
CA-083,Santa Barbara County,47.6,120,2.8,44.8
CA-085,Santa Clara County,47.8,115,2.6,45.2
CA-087,Santa Cruz County,46.4,111,2.3,44.1
CA-089,Shasta County,43.2,116,1.2,42
CA-091,Sierra County,35.4,109,1.6,33.8
CA-093,Siskiyou County,38,115,1.6,36.4
CA-095,Solano County,48.8,108,1.5,47.3
CA-097,Sonoma County,46.3,110,1.6,44.7
CA-099,Stanislaus County,49.9,120,2.1,47.8
CA-101,Sutter County,49.4,82,0.7,48.7
CA-103,Tehama County,47.5,112,1.3,46.2
CA-105,Trinity County,40.6,101,0.8,39.8
CA-107,Tulare County,43.6,121,3.2,40.4
CA-109,Tuolumne County,39.2,119,2,37.2
CA-111,Ventura County,46.7,122,3,43.7
CA-113,Yolo County,48.4,90,0.8,47.6
CA-115,Yuba County,49,107,1.4,47.6
CO-001,Adams County,35,106,1.6,33.4
CO-003,Alamosa County,28,121,2.2,25.8
CO-005,Arapahoe County,34.6,101,1.2,33.4
CO-007,Archuleta County,31.1,121,3.4,27.7
CO-009,Baca County,38.8,85,0.5,38.3
CO-011,Bent County,39.2,109,1.7,37.5
CO-013,Boulder County,32.8,121,2.2,30.6
CO-014,Broomfield County,37.1,119,2.2,34.9
CO-015,Chaffee County,25.7,115,1.4,24.3
CO-017,Cheyenne County,36.6,55,0,36.6
CO-019,Clear Creek County,27,119,2.1,24.9
CO-021,Conejos County,28,122,2.3,25.7
CO-023,Costilla County,29.3,123,2.6,26.7
CO-025,Crowley County,37.3,120,2.1,35.2
CO-027,Custer County,29.4,123,2.4,27
CO-029,Delta County,35.4,123,3,32.4
CO-031,Denver County,37.3,119,2.3,35
CO-033,Dolores County,31.9,122,3.3,28.6
CO-035,Douglas County,33.7,112,1.3,32.4
CO-037,Eagle County,27.9,116,2,25.9
CO-039,Elbert County,32.8,102,1.1,31.7
CO-041,El Paso County,33.8,95,0.7,33.1
CO-043,Fremont County,32,113,1.4,30.6
CO-045,Garfield County,33.2,123,2.9,30.3
CO-047,Gilpin County,28.9,118,1.9,27
CO-049,Grand County,25.6,117,2.2,23.4
CO-051,Gunnison County,26.3,118,2.2,24.1
CO-053,Hinsdale County,25.1,121,3.2,21.9
CO-055,Huerfano County,34.4,124,2.7,31.7
CO-057,Jackson County,24.6,115,2.1,22.5
CO-059,Jefferson County,33.4,114,1.6,31.8
CO-061,Kiowa County,37.9,93,0.8,37.1
CO-063,Kit Carson County,36.9,86,0.7,36.2
CO-065,Lake County,22.6,112,1.3,21.3
CO-067,La Plata County,32.8,121,3,29.8
CO-069,Larimer County,30.2,112,2,28.2
CO-071,Las Animas County,37.4,122,2,35.4
CO-073,Lincoln County,34.9,109,1.3,33.6
CO-075,Logan County,35.3,78,0.5,34.8
CO-077,Mesa County,36.5,123,3.3,33.2
CO-079,Mineral County,25.1,121,3.1,22
CO-081,Moffat County,32.5,121,3.3,29.2
CO-083,Montezuma County,36.3,122,2.8,33.5
CO-085,Montrose County,36,123,3.9,32.1
CO-087,Morgan County,34.4,100,1.5,32.9
CO-089,Otero County,38.6,111,1.5,37.1
CO-091,Ouray County,29.2,117,2.8,26.4
CO-093,Park County,25.5,113,1.4,24.1
CO-095,Phillips County,35.7,92,1.1,34.6
CO-097,Pitkin County,27,117,2.1,24.9
CO-099,Prowers County,39.1,92,0.7,38.4
CO-101,Pueblo County,38.4,122,2.2,36.2
CO-103,Rio Blanco County,33.3,123,3.6,29.7
CO-105,Rio Grande County,26.8,121,2.8,24
CO-107,Routt County,28.5,116,2.4,26.1
CO-109,Saguache County,26.7,120,2.2,24.5
CO-111,San Juan County,25.2,121,3.2,22
CO-113,San Miguel County,33,122,3.6,29.4
CO-115,Sedgwick County,35.8,87,0.8,35
CO-117,Summit County,24.5,118,2,22.5
CO-119,Teller County,26.7,107,1.1,25.6
CO-121,Washington County,35.6,102,1.4,34.2
CO-123,Weld County,34.1,104,1.7,32.4
CO-125,Yuma County,37.1,97,1.5,35.6
CT-001,Fairfield County,43.5,123,4.2,39.3
CT-003,Hartford County,41.3,123,3.5,37.8
CT-005,Litchfield County,38.9,122,3.6,35.3
CT-007,Middlesex County,43,125,4.2,38.8
CT-009,New Haven County,43.3,125,4.5,38.8
CT-011,New London County,43.1,125,4.4,38.7
CT-013,Tolland County,40.8,125,3.8,37
CT-015,Windham County,41.3,125,4.1,37.2
DE-001,Kent County,48.2,126,4.4,43.8
DE-003,New Castle County,47,122,3.7,43.3
DE-005,Sussex County,48.9,125,4.2,44.7
FL-001,Alachua County,60.3,124,3.3,57
FL-003,Baker County,58.1,119,2.4,55.7
FL-005,Bay County,60,120,2.5,57.5
FL-007,Bradford County,59.4,124,2.7,56.7
FL-009,Brevard County,65.2,115,2.5,62.7
FL-011,Broward County,67.6,122,3.3,64.3
FL-013,Calhoun County,58.4,122,2.8,55.6
FL-015,Charlotte County,64.7,122,2.7,62
FL-017,Citrus County,61.9,122,2.9,59
FL-019,Clay County,60.7,123,3.2,57.5
FL-021,Collier County,65.5,113,2.1,63.4
FL-023,Columbia County,57.9,120,2.2,55.7
FL-027,DeSoto County,63.2,122,2.9,60.3
FL-029,Dixie County,60.7,124,3.9,56.8
FL-031,Duval County,61.2,123,3.3,57.9
FL-033,Escambia County,58.9,122,2.5,56.4
FL-035,Flagler County,62.8,124,3.5,59.3
FL-037,Franklin County,60.4,119,2.8,57.6
FL-039,Gadsden County,58.2,123,3.4,54.8
FL-041,Gilchrist County,59.8,124,3.6,56.2
FL-043,Glades County,64.6,121,3,61.6
FL-045,Gulf County,59.8,118,2.6,57.2
FL-047,Hamilton County,57.4,121,2.5,54.9
FL-049,Hardee County,62.9,122,3,59.9
FL-051,Hendry County,65,120,2.7,62.3
FL-053,Hernando County,62.8,123,3.4,59.4
FL-055,Highlands County,63.6,121,3.1,60.5
FL-057,Hillsborough County,64.6,123,3.4,61.2
FL-059,Holmes County,57.7,126,3.1,54.6
FL-061,Indian River County,64.6,116,2.5,62.1
FL-063,Jackson County,58.4,124,2.9,55.5
FL-065,Jefferson County,59.2,123,3.9,55.3
FL-067,Lafayette County,59.1,124,3.4,55.7
FL-069,Lake County,63,123,3.7,59.3
FL-071,Lee County,65.9,123,2.7,63.2
FL-073,Leon County,58.7,123,3.7,55
FL-075,Levy County,62,124,4.3,57.7
FL-077,Liberty County,58.5,121,3,55.5
FL-079,Madison County,58.7,123,3.7,55
FL-081,Manatee County,64,122,3.2,60.8
FL-083,Marion County,61.5,124,3.5,58
FL-085,Martin County,67,123,3.6,63.4
FL-086,Miami-Dade County,68.4,121,3.3,65.1
FL-087,Monroe County,69.4,121,3.1,66.3
FL-089,Nassau County,59.8,123,3.2,56.6
FL-091,Okaloosa County,58.3,125,3,55.3
FL-093,Okeechobee County,64.7,121,3.2,61.5
FL-095,Orange County,64.1,123,3.3,60.8
FL-097,Osceola County,64.1,122,3.1,61
FL-099,Palm Beach County,67.1,122,3.5,63.6
FL-101,Pasco County,63.5,123,3.5,60
FL-103,Pinellas County,66.8,123,3.3,63.5
FL-105,Polk County,63.6,122,3.4,60.2
FL-107,Putnam County,61.6,124,3.3,58.3
FL-109,St. Johns County,62.8,123,3.7,59.1
FL-111,St. Lucie County,65.8,121,2.8,63
FL-113,Santa Rosa County,58.1,119,2.1,56
FL-115,Sarasota County,64.1,119,2.6,61.5
FL-117,Seminole County,63.9,123,3.1,60.8
FL-119,Sumter County,62,123,3.2,58.8
FL-121,Suwannee County,58.3,123,2.8,55.5
FL-123,Taylor County,60.5,125,4.2,56.3
FL-125,Union County,58.5,121,2.2,56.3
FL-127,Volusia County,63.4,123,3.2,60.2
FL-129,Wakulla County,59.7,123,3.6,56.1
FL-131,Walton County,58.5,126,3.4,55.1
FL-133,Washington County,58.2,123,2.7,55.5
GA-001,Appling County,57.3,125,3.6,53.7
GA-003,Atkinson County,57.6,126,3.8,53.8
GA-005,Bacon County,57.8,126,4.1,53.7
GA-007,Baker County,57.4,123,2.8,54.6
GA-009,Baldwin County,54.3,122,3.1,51.2
GA-011,Banks County,52,120,2.5,49.5
GA-013,Barrow County,52.1,119,2.5,49.6
GA-015,Bartow County,51,123,2.7,48.3
GA-017,Ben Hill County,57.1,124,3.3,53.8
GA-019,Berrien County,56.9,125,3.1,53.8
GA-021,Bibb County,54.5,126,3.4,51.1
GA-023,Bleckley County,55.7,124,2.8,52.9
GA-025,Brantley County,58.1,124,4,54.1
GA-027,Brooks County,57.2,124,3.2,54
GA-029,Bryan County,57.5,121,2.7,54.8
GA-031,Bulloch County,55.9,120,2.7,53.2
GA-033,Burke County,54.9,124,3.2,51.7
GA-035,Butts County,53.2,125,3.5,49.7
GA-037,Calhoun County,57.1,124,3.1,54
GA-039,Camden County,59.7,123,3.2,56.5
GA-043,Candler County,55.8,121,2.7,53.1
GA-045,Carroll County,51.9,126,4.2,47.7
GA-047,Catoosa County,51.5,125,3.8,47.7
GA-049,Charlton County,58.5,123,3.5,55
GA-051,Chatham County,58.6,123,3,55.6
GA-053,Chattahoochee County,55.6,126,3.6,52
GA-055,Chattooga County,51.5,126,3.5,48
GA-057,Cherokee County,50.6,120,2.3,48.3
GA-059,Clarke County,52.5,120,2.6,49.9
GA-061,Clay County,56.8,125,3,53.8
GA-063,Clayton County,53.4,125,3.2,50.2
GA-065,Clinch County,57.7,125,3.6,54.1
GA-067,Cobb County,52.3,124,3.4,48.9
GA-069,Coffee County,57.5,126,3.7,53.8
GA-071,Colquitt County,56.7,124,2.7,54
GA-073,Columbia County,54.7,126,3.4,51.3
GA-075,Cook County,56.7,123,2.8,53.9
GA-077,Coweta County,53.6,125,4.5,49.1
GA-079,Crawford County,54.4,126,3.5,50.9
GA-081,Crisp County,56.5,125,3.5,53
GA-083,Dade County,51.3,126,3.8,47.5
GA-085,Dawson County,49.2,115,1.9,47.3
GA-087,Decatur County,57.7,123,3,54.7
GA-089,DeKalb County,52.7,125,3,49.7
GA-091,Dodge County,56.5,123,3,53.5
GA-093,Dooly County,56,126,3.4,52.6
GA-095,Dougherty County,57.4,124,3.2,54.2
GA-097,Douglas County,52.7,125,4.1,48.6
GA-099,Early County,57.5,125,2.9,54.6
GA-101,Echols County,57.2,124,2.9,54.3
GA-103,Effingham County,56.5,123,3,53.5
GA-105,Elbert County,52.8,124,3.4,49.4
GA-107,Emanuel County,55.3,124,2.8,52.5
GA-109,Evans County,56.3,121,2.5,53.8
GA-111,Fannin County,47.1,123,2.5,44.6
GA-113,Fayette County,53.8,125,3.9,49.9
GA-115,Floyd County,51.4,125,3.3,48.1
GA-117,Forsyth County,50.6,119,2.2,48.4
GA-119,Franklin County,51.9,121,2.5,49.4
GA-121,Fulton County,52.7,125,3.5,49.2
GA-123,Gilmer County,47.8,113,1.9,45.9
GA-125,Glascock County,53.9,125,2.9,51
GA-127,Glynn County,59.6,123,2.8,56.8
GA-129,Gordon County,50.7,123,2.5,48.2
GA-131,Grady County,57.3,122,2.8,54.5
GA-133,Greene County,52.9,121,2.9,50
GA-135,Gwinnett County,51.8,121,2.6,49.2
GA-137,Habersham County,50.2,124,2.8,47.4
GA-139,Hall County,51.1,119,2.3,48.8
GA-141,Hancock County,53.6,124,2.9,50.7
GA-143,Haralson County,51.1,126,4,47.1
GA-145,Harris County,54.3,126,3.9,50.4
GA-147,Hart County,52.1,122,2.7,49.4
GA-149,Heard County,52.6,126,4,48.6
GA-151,Henry County,53.3,125,3.1,50.2
GA-153,Houston County,55.4,126,3.1,52.3
GA-155,Irwin County,56.9,125,3.1,53.8
GA-157,Jackson County,52.3,120,2.5,49.8
GA-159,Jasper County,53.2,125,3.7,49.5
GA-161,Jeff Davis County,57.2,126,3.8,53.4
GA-163,Jefferson County,54.3,125,2.9,51.4
GA-165,Jenkins County,55,123,3,52
GA-167,Johnson County,55,125,2.8,52.2
GA-169,Jones County,54,125,3.5,50.5
GA-171,Lamar County,53.7,125,3.7,50
GA-173,Lanier County,57.1,125,3.4,53.7
GA-175,Laurens County,55.9,123,3,52.9
GA-177,Lee County,57,125,3.4,53.6
GA-179,Liberty County,57.9,121,2.6,55.3
GA-181,Lincoln County,53.7,124,3.1,50.6
GA-183,Long County,57.4,122,2.7,54.7
GA-185,Lowndes County,57,122,3.1,53.9
GA-187,Lumpkin County,48.4,119,2.2,46.2
GA-189,McDuffie County,53.9,125,3.3,50.6
GA-191,McIntosh County,59.4,123,2.7,56.7
GA-193,Macon County,55.3,125,3.5,51.8
GA-195,Madison County,52.2,123,2.8,49.4
GA-197,Marion County,55.1,126,3.6,51.5
GA-199,Meriwether County,53.9,126,4.3,49.6
GA-201,Miller County,57.5,123,2.8,54.7
GA-205,Mitchell County,57.1,122,2.6,54.5
GA-207,Monroe County,53.6,125,3.6,50
GA-209,Montgomery County,56.6,123,3.3,53.3
GA-211,Morgan County,53,124,3.2,49.8
GA-213,Murray County,50.4,125,2.8,47.6
GA-215,Muscogee County,55.6,126,3.8,51.8
GA-217,Newton County,52.7,125,3.2,49.5
GA-219,Oconee County,52.6,120,2.7,49.9
GA-221,Oglethorpe County,52.5,123,3,49.5
GA-223,Paulding County,51.9,125,3.8,48.1
GA-225,Peach County,54.8,126,3.3,51.5
GA-227,Pickens County,49.2,110,1.7,47.5
GA-229,Pierce County,58.1,125,4.3,53.8
GA-231,Pike County,54.1,125,4,50.1
GA-233,Polk County,51.7,126,4,47.7
GA-235,Pulaski County,56,123,2.9,53.1
GA-237,Putnam County,53.6,125,3.4,50.2
GA-239,Quitman County,56,126,3,53
GA-241,Rabun County,48.4,126,3.7,44.7
GA-243,Randolph County,56.1,125,3.2,52.9
GA-245,Richmond County,55.4,124,3.7,51.7
GA-247,Rockdale County,52.7,125,2.9,49.8
GA-249,Schley County,55.3,125,3.6,51.7
GA-251,Screven County,55.2,122,2.9,52.3
GA-253,Seminole County,58.2,124,3.1,55.1
GA-255,Spalding County,53.9,125,3.5,50.4
GA-257,Stephens County,51.7,123,2.5,49.2
GA-259,Stewart County,55.4,126,3.4,52
GA-261,Sumter County,56.1,124,3.6,52.5
GA-263,Talbot County,54.5,126,3.8,50.7
GA-265,Taliaferro County,53,123,2.9,50.1
GA-267,Tattnall County,56.6,122,2.6,54
GA-269,Taylor County,54.7,126,3.6,51.1
GA-271,Telfair County,57.1,123,3.4,53.7
GA-273,Terrell County,56.5,124,3.4,53.1
GA-275,Thomas County,57.3,123,3,54.3
GA-277,Tift County,56.4,122,2.7,53.7
GA-279,Toombs County,56.5,123,3.1,53.4
GA-281,Towns County,47,126,3.4,43.6
GA-283,Treutlen County,55.9,123,2.9,53
GA-285,Troup County,53.3,126,4,49.3
GA-287,Turner County,56.4,125,3.1,53.3
GA-289,Twiggs County,55.2,126,3.1,52.1
GA-291,Union County,46.8,125,2.8,44
GA-293,Upson County,54.3,126,3.9,50.4
GA-295,Walker County,51.5,125,4,47.5
GA-297,Walton County,52.4,122,2.8,49.6
GA-299,Ware County,58.2,125,4.1,54.1
GA-301,Warren County,53.6,125,3,50.6
GA-303,Washington County,54.5,124,2.8,51.7
GA-305,Wayne County,57.7,123,3.4,54.3
GA-307,Webster County,55.4,125,3.5,51.9
GA-309,Wheeler County,56.9,123,3.4,53.5
GA-311,White County,48.9,124,2.7,46.2
GA-313,Whitfield County,51.3,125,3.5,47.8
GA-315,Wilcox County,56.6,124,3.2,53.4
GA-317,Wilkes County,53.1,124,3.2,49.9
GA-319,Wilkinson County,55,123,3,52
GA-321,Worth County,56.7,125,3,53.7
ID-001,Ada County,39.9,110,1.3,38.6
ID-003,Adams County,33.2,110,1.7,31.5
ID-005,Bannock County,34.6,120,2,32.6
ID-007,Bear Lake County,29.1,114,2,27.1
ID-009,Benewah County,36.2,115,2.3,33.9
ID-011,Bingham County,32.7,108,1.3,31.4
ID-013,Blaine County,30.7,111,1.5,29.2
ID-015,Boise County,32.6,111,1.6,31
ID-017,Bonner County,34.8,113,2,32.8
ID-019,Bonneville County,30.8,104,1.1,29.7
ID-021,Boundary County,33.8,118,2.6,31.2
ID-023,Butte County,29.3,101,1.2,28.1
ID-025,Camas County,30.7,115,1.8,28.9
ID-027,Canyon County,39.5,111,1.5,38
ID-029,Caribou County,30.6,104,1.2,29.4
ID-031,Cassia County,35,115,1.5,33.5
ID-033,Clark County,28.8,106,1.3,27.5
ID-035,Clearwater County,34,110,1.5,32.5
ID-037,Custer County,26.3,110,1.7,24.6
ID-039,Elmore County,36.1,119,2,34.1
ID-041,Franklin County,33.5,118,2.1,31.4
ID-043,Fremont County,28.3,113,1.9,26.4
ID-045,Gem County,37.8,110,1.5,36.3
ID-047,Gooding County,37.3,117,2,35.3
ID-049,Idaho County,30.4,101,1.2,29.2
ID-051,Jefferson County,30.6,113,1.8,28.8
ID-053,Jerome County,37.4,120,2.2,35.2
ID-055,Kootenai County,36.4,109,1.7,34.7
ID-057,Latah County,36.1,117,2.2,33.9
ID-059,Lemhi County,28.4,110,1.7,26.7
ID-061,Lewis County,35.3,110,1.6,33.7
ID-063,Lincoln County,35.1,119,2.2,32.9
ID-065,Madison County,31.8,116,2,29.8
ID-067,Minidoka County,34.3,119,2.2,32.1
ID-069,Nez Perce County,38.2,115,1.8,36.4
ID-071,Oneida County,35.2,119,2.1,33.1
ID-073,Owyhee County,35.2,104,1.3,33.9
ID-075,Payette County,40.1,117,2.2,37.9
ID-077,Power County,33.9,107,1.1,32.8
ID-079,Shoshone County,34,108,1.9,32.1
ID-081,Teton County,28.9,112,1.8,27.1
ID-083,Twin Falls County,35,75,0.4,34.6
ID-085,Valley County,26.9,110,1.6,25.3
ID-087,Washington County,37.7,111,1.7,36
IL-001,Adams County,43.6,103,1.6,42
IL-003,Alexander County,48.8,122,2.8,46
IL-005,Bond County,45.1,104,1.4,43.7
IL-007,Boone County,37.9,81,0.5,37.4
IL-009,Brown County,43.4,110,1.9,41.5
IL-011,Bureau County,39.2,85,0.7,38.5
IL-013,Calhoun County,45,111,1.9,43.1
IL-015,Carroll County,38.5,98,1.5,37
IL-017,Cass County,42.4,87,0.7,41.7
